           NAME           TYPE              S          BETA1          ALFA1            MU1          BETA2          ALFA2            MU2           ETAX          ETAXP           ETAY          ETAYP
    YI6_DH10_E1           MULT        159.154        15.2125      -0.892384        1.28301        42.4849        2.05476       0.872426        1.15197      0.0464798   -2.93742e-05     1.4575e-06
       YI6_DH10          SBEND        168.595        42.5409        -2.0009        1.34351        14.6433       0.894362       0.934206         1.7735       0.085174   -1.56145e-05     1.4575e-06
    YI6_DH10_E2           MULT        168.595        42.5409        -2.0009        1.34351        14.6433       0.894362       0.934206         1.7735       0.085174   -1.56145e-05    1.45749e-06
       DRIFT_36          DRIFT        169.609        46.7203       -2.12019        1.34713        12.9556       0.769706       0.945935        1.85988       0.085174   -1.41364e-05    1.45749e-06
       YI6_BH11          DRIFT        169.609        46.7203       -2.12019        1.34713        12.9556       0.769706       0.945935        1.85988       0.085174   -1.41364e-05    1.45749e-06
       DRIFT_19          DRIFT        169.835        47.6856       -2.14679        1.34789        12.6137       0.741899       0.948752        1.87915       0.085174   -1.38067e-05    1.45749e-06
      YI6_SXF11           SEXT        170.585         50.972       -2.23501        1.35031          11.57       0.649712       0.958639        1.94303       0.085174   -1.27136e-05    1.45747e-06
       DRIFT_20          DRIFT        170.716        51.5598       -2.25042        1.35072        11.4018       0.633604       0.960455        1.95419       0.085174   -1.25226e-05    1.45747e-06
       YI6_QF11           QUAD        171.826          51.59        2.22411        1.35409        11.1896      -0.436386       0.976373        1.95419     -0.0851702   -1.14846e-05    4.27739e-07
       DRIFT_21          DRIFT        172.371        49.1988        2.16126        1.35581        11.6971      -0.494393       0.983961        1.90775     -0.0851702   -1.12514e-05    4.27739e-07
       YI6_TH11         KICKER        172.371        49.1988        2.16126        1.35581        11.6971      -0.494393       0.983961        1.90775     -0.0851702   -1.12514e-05    4.27739e-07
       DRIFT_37          DRIFT        173.948        42.6721        1.97958        1.36129        13.5199       -0.66208        1.00396        1.77351     -0.0851702   -1.05772e-05    4.27739e-07
    YI6_DH11_E1           MULT        173.948        42.6721        1.97958        1.36129        13.5199       -0.66208        1.00396        1.77351     -0.0851702   -1.05772e-05    4.27738e-07
       YI6_DH11          SBEND        183.388        15.5364       0.893317        1.42102        35.5027       -1.66645        1.07487        1.15201     -0.0464761   -6.53906e-06    4.27738e-07
    YI6_DH11_E2           MULT        183.388        15.5364       0.893317        1.42102        35.5027       -1.66645        1.07487        1.15201     -0.0464761   -6.53906e-06    4.27737e-07
       DRIFT_36          DRIFT        184.402        13.8435       0.775949        1.43203        38.9923       -1.77434         1.0792        1.10488     -0.0464761   -6.10527e-06    4.27737e-07
       YI6_BV12          DRIFT        184.402        13.8435       0.775949        1.43203        38.9923       -1.77434         1.0792        1.10488     -0.0464761   -6.10527e-06    4.27737e-07
       DRIFT_19          DRIFT        184.629        13.4983       0.749768        1.43467        39.8005       -1.79841        1.08012        1.09437     -0.0464761    -6.0085e-06    4.27737e-07
      YI6_SXD12           SEXT        185.379        12.4388       0.662971        1.44389         42.558        -1.8782        1.08302        1.05951     -0.0464761    -5.6877e-06    4.27749e-07
       DRIFT_20          DRIFT         185.51         12.267       0.647804        1.44557        43.0521       -1.89214        1.08351        1.05342     -0.0464761   -5.63164e-06    4.27749e-07
       YI6_QD12           QUAD         186.62        12.1326      -0.522755        1.46032        42.9909        1.94542        1.08755        1.05347      0.0465686   -4.88858e-06    9.00063e-07
       DRIFT_21          DRIFT        187.165        12.7339      -0.579977         1.4673        40.9025        1.88474        1.08961        1.07886      0.0465686   -4.39782e-06    9.00063e-07
       YI6_TV12         KICKER        187.165        12.7339      -0.579977         1.4673        40.9025        1.88474        1.08961        1.07886      0.0465686   -4.39782e-06    9.00063e-07
       DRIFT_38          DRIFT        188.741        14.8229      -0.745392         1.4856        35.2376        1.70932        1.09622        1.15226      0.0465686   -2.97917e-06    9.00063e-07
    YI6_DH12_E1           MULT        188.741        14.8229      -0.745392         1.4856        35.2376        1.70932        1.09622        1.15226      0.0465686   -2.97917e-06    9.00063e-07
       YI6_DH12          SBEND        198.182         38.209       -1.73052         1.5505        12.8827        0.65862        1.16928        1.77463      0.0852627    5.51797e-06    9.00063e-07
    YI6_DH12_E2           MULT        198.182         38.209       -1.73052         1.5505        12.8827        0.65862        1.16928        1.77463      0.0852627    5.51797e-06    9.00064e-07
       DRIFT_36          DRIFT        199.196        41.8265       -1.83655        1.55454        11.6613       0.545749        1.18247         1.8611      0.0852627    6.43077e-06    9.00064e-07
       YI6_BH13          DRIFT        199.196        41.8265       -1.83655        1.55454        11.6613       0.545749        1.18247         1.8611      0.0852627    6.43077e-06    9.00064e-07
       DRIFT_19          DRIFT        199.422        42.6629        -1.8602        1.55539        11.4201       0.520571        1.18559        1.88039      0.0852627    6.63439e-06    9.00064e-07
      YI6_SXF13           SEXT        200.172         45.512       -1.93861         1.5581        10.7018         0.4371        1.19639        1.94433      0.0852627    7.30944e-06    9.00077e-07
       DRIFT_20          DRIFT        200.303        46.0219       -1.95231        1.55856        10.5892       0.422515        1.19835        1.95551      0.0852627    7.42739e-06    9.00077e-07
       YI6_QF13           QUAD        201.413        45.9309        2.03159        1.56234        10.7809      -0.600719        1.21518        1.95554      -0.085198    8.80183e-06    1.59619e-06
       DRIFT_21          DRIFT        201.958        43.7487        1.97072        1.56428        11.4735      -0.669545        1.22299        1.90909      -0.085198    9.67215e-06    1.59619e-06
       YI6_TH13         KICKER        201.958        43.7487        1.97072        1.56428        11.4735      -0.669545        1.22299        1.90909      -0.085198    9.67215e-06    1.59619e-06
       DRIFT_39          DRIFT        203.535        37.8136        1.79477        1.57044        13.8977      -0.868507        1.24291         1.7748      -0.085198     1.2188e-05    1.59619e-06
    YI6_DH13_E1           MULT        203.535        37.8136        1.79477        1.57044        13.8977      -0.868507        1.24291         1.7748      -0.085198     1.2188e-05    1.59619e-06
       YI6_DH13          SBEND        212.975        13.8472       0.742583        1.63811        41.5466        -2.0602        1.30717        1.15305      -0.046504     2.7257e-05    1.59619e-06
    YI6_DH13_E2           MULT        212.975        13.8472       0.742583        1.63811        41.5466        -2.0602        1.30717        1.15305      -0.046504     2.7257e-05     1.5962e-06
       DRIFT_36          DRIFT        213.989        12.4562       0.628957        1.65041        45.8552       -2.18821        1.31087        1.10588      -0.046504    2.88758e-05     1.5962e-06
       YI6_BV14          DRIFT        213.989        12.4562       0.628957        1.65041        45.8552       -2.18821        1.31087        1.10588      -0.046504    2.88758e-05     1.5962e-06
       DRIFT_19          DRIFT        214.216        12.1774        0.60361        1.65334        46.8517       -2.21677        1.31164        1.09536      -0.046504    2.92369e-05     1.5962e-06
      YI6_SXD14           SEXT        214.966         11.335       0.519581         1.6635        50.2479       -2.31144         1.3141        1.06048      -0.046504    3.04341e-05    1.59613e-06
       DRIFT_20          DRIFT        215.097        11.2007       0.504898        1.66535        50.8559       -2.32798        1.31452        1.05439      -0.046504    3.06432e-05    1.59613e-06
       YI6_QD14           QUAD        216.207        11.2913      -0.589151        1.68135        50.9771        2.22237        1.31793        1.05446      0.0466273    3.08838e-05   -1.16617e-06
       DRIFT_21          DRIFT        216.752        11.9692      -0.654201        1.68882        48.5882        2.15885        1.31967        1.07988      0.0466273     3.0248e-05   -1.16617e-06
       YI6_TV14         KICKER        216.752        11.9692      -0.654201        1.68882        48.5882        2.15885        1.31967        1.07988      0.0466273     3.0248e-05   -1.16617e-06
       DRIFT_40          DRIFT        218.328        14.3279      -0.842247        1.70802        42.0722        1.97522        1.32522        1.15337      0.0466273    2.84099e-05   -1.16617e-06
    YI6_DH14_E1           MULT        218.328        14.3279      -0.842247        1.70802        42.0722        1.97522        1.32522        1.15337      0.0466273    2.84099e-05   -1.16617e-06
       YI6_DH14          SBEND        227.769        40.8206       -1.96257        1.77183        15.1608       0.875364         1.3862        1.77629      0.0853211    1.74005e-05   -1.16617e-06
    YI6_DH14_E2           MULT        227.769        40.8206       -1.96257        1.77183        15.1608       0.875364         1.3862        1.77629      0.0853211    1.74005e-05   -1.16617e-06
       DRIFT_36          DRIFT        228.783        44.9236       -2.08311         1.7756        13.5051       0.757213        1.39749        1.86282      0.0853211    1.62178e-05   -1.16617e-06
       YI6_BH15          DRIFT        228.783        44.9236       -2.08311         1.7756        13.5051       0.757213        1.39749        1.86282      0.0853211    1.62178e-05   -1.16617e-06
       DRIFT_19          DRIFT        229.009        45.8722          -2.11        1.77639        13.1684       0.730856        1.40019        1.88212      0.0853211     1.5954e-05   -1.16617e-06
      YI6_SXF15           SEXT        229.759         49.104       -2.19914        1.77891        12.1377        0.64348        1.40963        1.94612      0.0853211    1.50794e-05   -1.16614e-06
       DRIFT_20          DRIFT         229.89        49.6825       -2.21471        1.77933         11.971       0.628212        1.41136         1.9573      0.0853211    1.49266e-05   -1.16614e-06
       YI6_QF15           QUAD            231        49.8143        2.09975        1.78282        11.8199      -0.487698        1.42648        1.95731     -0.0852947    1.43335e-05    8.89022e-08
       DRIFT_21          DRIFT        231.545        47.5568        2.04055        1.78461        12.3828        -0.5448        1.43365         1.9108     -0.0852947    1.43819e-05    8.89022e-08
       YI6_TH15         KICKER        231.545        47.5568        2.04055        1.78461        12.3828        -0.5448        1.43365         1.9108     -0.0852947    1.43819e-05    8.89022e-08
       DRIFT_41          DRIFT        233.122         41.394         1.8694        1.79026        14.3604      -0.709868        1.45251        1.77636     -0.0852947    1.45221e-05    8.89022e-08
    YI6_DH15_E1           MULT        233.122         41.394         1.8694        1.79026        14.3604      -0.709868        1.45251        1.77636     -0.0852947    1.45221e-05    8.89029e-08
       YI6_DH15          SBEND        242.562        15.7428       0.846322        1.85054        37.0975       -1.69855        1.51957         1.1537     -0.0466009    1.53614e-05    8.89029e-08
    YI6_DH15_E2           MULT        242.562        15.7428       0.846322        1.85054        37.0975       -1.69855        1.51957         1.1537     -0.0466009    1.53614e-05    8.89058e-08
       DRIFT_36          DRIFT        243.576        14.1383       0.735759        1.86136        40.6504       -1.80476        1.52373        1.10643     -0.0466009    1.54515e-05    8.89058e-08
       YI6_BV16          DRIFT        243.576        14.1383       0.735759        1.86136        40.6504       -1.80476        1.52373        1.10643     -0.0466009    1.54515e-05    8.89058e-08
       DRIFT_19          DRIFT        243.803         13.811       0.711096        1.86394        41.4723       -1.82845        1.52461        1.09589     -0.0466009    1.54716e-05    8.89058e-08
      YI6_SXD16           SEXT        244.553        12.8057       0.629332        1.87292        44.2739         -1.907        1.52739        1.06094     -0.0466009    1.55383e-05    8.88715e-08
       DRIFT_20          DRIFT        244.684        12.6426       0.615046        1.87456        44.7755       -1.92072        1.52786        1.05483     -0.0466009      1.555e-05    8.88715e-08
       YI6_QD16           QUAD        245.794        12.6157      -0.589953         1.8888        44.6069        2.06759        1.53175        1.05482      0.0465659    1.48848e-05   -1.27752e-06
       DRIFT_21          DRIFT        246.339        13.2908      -0.648216         1.8955        42.3874        2.00312        1.53375        1.08021      0.0465659    1.41882e-05   -1.27752e-06
       YI6_TV16         KICKER        246.339        13.2908      -0.648216         1.8955        42.3874        2.00312        1.53375        1.08021      0.0465659    1.41882e-05   -1.27752e-06
       DRIFT_42          DRIFT        247.915        15.5996      -0.816639        1.91296        36.3666        1.81672        1.54014         1.1536      0.0465659    1.21746e-05   -1.27752e-06
    YI6_DH16_E1           MULT        247.915        15.5996      -0.816639        1.91296        36.3666        1.81672        1.54014         1.1536      0.0465659    1.21746e-05   -1.27752e-06
       YI6_DH16          SBEND        257.356        40.4984       -1.81943        1.97423        12.6039       0.700331        1.61282        1.77594      0.0852597    1.14076e-07   -1.27752e-06
    YI6_DH16_E2           MULT        257.356        40.4984       -1.81943        1.97423        12.6039       0.700331        1.61282        1.77594      0.0852597    1.14076e-07   -1.27752e-06
       DRIFT_36          DRIFT         258.37        44.2983       -1.92737        1.97804        11.3051       0.580402        1.62636        1.86241      0.0852597   -1.18152e-06   -1.27752e-06
       YI6_BH17          DRIFT         258.37        44.2983       -1.92737        1.97804        11.3051       0.580402        1.62636        1.86241      0.0852597   -1.18152e-06   -1.27752e-06
       DRIFT_19          DRIFT        258.596        45.1758       -1.95144        1.97884        11.0485        0.55365        1.62958         1.8817      0.0852597   -1.47053e-06   -1.27752e-06
      YI6_SXF17           SEXT        259.346        48.1628       -2.03127         1.9814        10.2845        0.46496        1.64078        1.94564      0.0852597   -2.42867e-06   -1.27752e-06
       DRIFT_20          DRIFT        259.477         48.697       -2.04522        1.98183        10.1647       0.449462        1.64282        1.95681      0.0852597   -2.59608e-06   -1.27752e-06
       YI6_QF17           QUAD        260.587         48.553         2.1708        1.98541        10.2595      -0.537563        1.66044        1.95678      -0.085312   -4.16251e-06   -1.56742e-06
       DRIFT_21          DRIFT        261.133        46.2207        2.10665        1.98724        10.8831      -0.606067        1.66865        1.91027      -0.085312   -5.01714e-06   -1.56742e-06
       YI6_TH17         KICKER        261.133        46.2207        2.10665        1.98724        10.8831      -0.606067        1.66865        1.91027      -0.085312   -5.01714e-06   -1.56742e-06
       DRIFT_43          DRIFT        262.709         39.872        1.92121        1.99308        13.1057      -0.804094        1.68972         1.7758      -0.085312   -7.48766e-06   -1.56742e-06
    YI6_DH17_E1           MULT        262.709         39.872        1.92121        1.99308        13.1057      -0.804094        1.68972         1.7758      -0.085312   -7.48766e-06   -1.56742e-06
       YI6_DH17          SBEND        272.149        14.0539       0.812188        2.05836        39.4856       -1.99019        1.75783        1.15297     -0.0466181    -2.2285e-05   -1.56742e-06
    YI6_DH17_E2           MULT        272.149        14.0539       0.812188        2.05836        39.4856       -1.99019        1.75783        1.15297     -0.0466181    -2.2285e-05   -1.56742e-06
       DRIFT_36          DRIFT        273.164         12.528       0.692424        2.07053        43.6516       -2.11761        1.76172        1.10569     -0.0466181   -2.38746e-05   -1.56742e-06
       YI6_BV18          DRIFT        273.164         12.528       0.692424        2.07053        43.6516       -2.11761        1.76172        1.10569     -0.0466181   -2.38746e-05   -1.56742e-06
       DRIFT_19          DRIFT         273.39        12.2208       0.665709        2.07344        44.6162       -2.14603        1.76253        1.09514     -0.0466181   -2.42292e-05   -1.56742e-06
      YI6_SXD18           SEXT         274.14        11.2886        0.57714        2.08361        47.9059       -2.24026        1.76512        1.06018     -0.0466181   -2.54047e-05   -1.56736e-06
       DRIFT_20          DRIFT        274.271        11.1394       0.561665        2.08547        48.4952       -2.25672        1.76555        1.05407     -0.0466181   -2.56101e-05   -1.56736e-06
       YI6_QD18           QUAD        275.381        11.0969      -0.522128        2.10165        48.6935        2.08398        1.76913        1.05399      0.0464785   -2.60661e-05    7.52678e-07
       DRIFT_21          DRIFT        275.926        11.7004      -0.584658        2.10927        46.4536        2.02415        1.77095        1.07934      0.0464785   -2.56557e-05    7.52678e-07
