           NAME           TYPE              S           X            PX              Y             PY              Z             Pt    
         DH6_PR          SBEND        132.708    1.56059e-06   -2.71558e-07              0              0    -0.00062534              0
          ODSFL          DRIFT        133.225    1.42012e-06   -2.71558e-07              0              0    -0.00062534              0
     S_CQ06Y8#1          DRIFT        133.718    1.28611e-06   -2.71558e-07              0              0    -0.00062534              0
         QD8_PR           QUAD        134.828    1.01119e-06   -2.25638e-07              0              0    -0.00062534              0
     S_CQ06Y8#2          DRIFT        136.133    7.16833e-07   -2.25638e-07              0              0    -0.00062534              0
          ODSFL          DRIFT         136.65    6.00115e-07   -2.25638e-07              0              0    -0.00062534              0
        YI6_DH9          SBEND          139.6   -6.54167e-08   -2.25652e-07              0              0   -0.000625343              0
          ODSFL          DRIFT        140.117   -1.82142e-07   -2.25652e-07              0              0   -0.000625343              0
    S_CQB06Y9#1          DRIFT        141.421   -4.76512e-07   -2.25652e-07              0              0   -0.000625343              0
         QF9_PR           QUAD        142.531   -6.93825e-07   -1.61995e-07              0              0   -0.000625343              0
    S_CQB06Y9#2          DRIFT        143.836   -9.05174e-07   -1.61995e-07              0              0   -0.000625343              0
           ODFL          DRIFT        144.358    -9.8967e-07   -1.61995e-07              0              0   -0.000625343              0
        YI6_DH8          SBEND        153.798   -2.51788e-06   -1.61714e-07              0              0   -0.000625275              0
S_YI6_DH9_DH10#1          DRIFT        154.815   -2.68233e-06   -1.61714e-07              0              0   -0.000625275              0
       YI6_BV10          DRIFT        154.815   -2.68233e-06   -1.61714e-07              0              0   -0.000625275              0
S_YI6_DH9_DH10#2          DRIFT        155.041   -2.71892e-06   -1.61714e-07              0              0   -0.000625275              0
      YI6_SXD10           SEXT        155.791    -2.8402e-06   -1.61712e-07              0              0   -0.000625275              0
S_YI6_DH9_DH10#3          DRIFT        155.923    -2.8614e-06   -1.61712e-07              0              0   -0.000625275              0
       YI6_QD10           QUAD        157.033   -3.18646e-06   -4.28798e-07              0              0   -0.000625275              0
       DRIFT_21          DRIFT        157.578   -3.42026e-06   -4.28798e-07              0              0   -0.000625275              0
       YI6_TV10         KICKER        157.578   -3.42026e-06   -4.28798e-07              0              0   -0.000625275              0
       DRIFT_35          DRIFT        159.154   -4.09612e-06   -4.28798e-07              0              0   -0.000625275              0
    YI6_DH10_E1           MULT        159.154   -4.09612e-06   -4.28798e-07              0              0   -0.000625275              0
       YI6_DH10          SBEND        168.595   -8.14013e-06   -4.27816e-07              0              0   -0.000625037              0
    YI6_DH10_E2           MULT        168.595   -8.14013e-06   -4.27817e-07              0              0   -0.000625037              0
       DRIFT_36          DRIFT        169.609   -8.57401e-06   -4.27817e-07              0              0   -0.000625037              0
       YI6_BH11          DRIFT        169.609   -8.57401e-06   -4.27817e-07              0              0   -0.000625037              0
       DRIFT_19          DRIFT        169.835   -8.67079e-06   -4.27817e-07              0              0   -0.000625037              0
      YI6_SXF11           SEXT        170.585   -8.99165e-06   -4.27823e-07              0              0   -0.000625037              0
       DRIFT_20          DRIFT        170.716   -9.04772e-06   -4.27823e-07              0              0   -0.000625037              0
       YI6_QF11           QUAD        171.826   -9.08429e-06    3.62465e-07              0              0   -0.000625037              0
       DRIFT_21          DRIFT        172.371   -8.88665e-06    3.62465e-07              0              0   -0.000625037              0
       YI6_TH11         KICKER        172.371   -8.88665e-06    3.62465e-07              0              0   -0.000625037              0
       DRIFT_37          DRIFT        173.948   -8.31534e-06    3.62465e-07              0              0   -0.000625037              0
    YI6_DH11_E1           MULT        173.948   -8.31534e-06    3.62464e-07              0              0   -0.000625037              0
       YI6_DH11          SBEND        183.388   -4.88801e-06    3.63524e-07              0              0    -0.00062478              0
    YI6_DH11_E2           MULT        183.388   -4.88801e-06    3.63524e-07              0              0    -0.00062478              0
       DRIFT_36          DRIFT        184.402   -4.51933e-06    3.63524e-07              0              0    -0.00062478              0
       YI6_BV12          DRIFT        184.402   -4.51933e-06    3.63524e-07              0              0    -0.00062478              0
       DRIFT_19          DRIFT        184.629    -4.4371e-06    3.63524e-07              0              0    -0.00062478              0
      YI6_SXD12           SEXT        185.379   -4.16445e-06    3.63527e-07              0              0    -0.00062478              0
       DRIFT_20          DRIFT         185.51   -4.11681e-06    3.63527e-07              0              0    -0.00062478              0
       YI6_QD12           QUAD         186.62   -3.91176e-06    8.96862e-09              0              0    -0.00062478              0
       DRIFT_21          DRIFT        187.165   -3.90687e-06    8.96862e-09              0              0    -0.00062478              0
       YI6_TV12         KICKER        187.165   -3.90687e-06    8.96862e-09              0              0    -0.00062478              0
       DRIFT_38          DRIFT        188.741   -3.89274e-06    8.96862e-09              0              0    -0.00062478              0
    YI6_DH12_E1           MULT        188.741   -3.89274e-06    8.96858e-09              0              0    -0.00062478              0
       YI6_DH12          SBEND        198.182   -3.80514e-06    9.58636e-09              0              0    -0.00062463              0
    YI6_DH12_E2           MULT        198.182   -3.80514e-06    9.58617e-09              0              0    -0.00062463              0
       DRIFT_36          DRIFT        199.196   -3.79542e-06    9.58617e-09              0              0    -0.00062463              0
       YI6_BH13          DRIFT        199.196   -3.79542e-06    9.58617e-09              0              0    -0.00062463              0
       DRIFT_19          DRIFT        199.422   -3.79325e-06    9.58617e-09              0              0    -0.00062463              0
      YI6_SXF13           SEXT        200.172   -3.78606e-06    9.58509e-09              0              0    -0.00062463              0
       DRIFT_20          DRIFT        200.303    -3.7848e-06    9.58509e-09              0              0    -0.00062463              0
       YI6_QF13           QUAD        201.413   -3.59414e-06    3.31198e-07              0              0    -0.00062463              0
       DRIFT_21          DRIFT        201.958   -3.41356e-06    3.31198e-07              0              0    -0.00062463              0
       YI6_TH13         KICKER        201.958   -3.41356e-06    3.31198e-07              0              0    -0.00062463              0
       DRIFT_39          DRIFT        203.535   -2.89153e-06    3.31198e-07              0              0    -0.00062463              0
    YI6_DH13_E1           MULT        203.535   -2.89153e-06    3.31198e-07              0              0    -0.00062463              0
       YI6_DH13          SBEND        212.975      2.366e-07    3.31411e-07              0              0   -0.000624578              0
    YI6_DH13_E2           MULT        212.975      2.366e-07    3.31411e-07              0              0   -0.000624578              0
       DRIFT_36          DRIFT        213.989    5.72703e-07    3.31411e-07              0              0   -0.000624578              0
       YI6_BV14          DRIFT        213.989    5.72703e-07    3.31411e-07              0              0   -0.000624578              0
       DRIFT_19          DRIFT        214.216    6.47678e-07    3.31411e-07              0              0   -0.000624578              0
      YI6_SXD14           SEXT        214.966    8.96236e-07    3.31411e-07              0              0   -0.000624578              0
       DRIFT_20          DRIFT        215.097    9.39667e-07    3.31411e-07              0              0   -0.000624578              0
       YI6_QD14           QUAD        216.207    1.36045e-06    4.32989e-07              0              0   -0.000624578              0
       DRIFT_21          DRIFT        216.752    1.59654e-06    4.32989e-07              0              0   -0.000624578              0
       YI6_TV14         KICKER        216.752    1.59654e-06    4.32989e-07              0              0   -0.000624578              0
       DRIFT_40          DRIFT        218.328    2.27901e-06    4.32989e-07              0              0   -0.000624578              0
    YI6_DH14_E1           MULT        218.328    2.27901e-06    4.32989e-07              0              0   -0.000624578              0
       YI6_DH14          SBEND        227.769    6.36395e-06    4.32295e-07              0              0   -0.000624746              0
    YI6_DH14_E2           MULT        227.769    6.36395e-06    4.32295e-07              0              0   -0.000624746              0
       DRIFT_36          DRIFT        228.783    6.80236e-06    4.32295e-07              0              0   -0.000624746              0
       YI6_BH15          DRIFT        228.783    6.80236e-06    4.32295e-07              0              0   -0.000624746              0
       DRIFT_19          DRIFT        229.009    6.90016e-06    4.32295e-07              0              0   -0.000624746              0
      YI6_SXF15           SEXT        229.759    7.22438e-06    4.32291e-07              0              0   -0.000624746              0
       DRIFT_20          DRIFT         229.89    7.28103e-06    4.32291e-07              0              0   -0.000624746              0
       YI6_QF15           QUAD            231    7.40659e-06   -2.07872e-07              0              0   -0.000624746              0
       DRIFT_21          DRIFT        231.545    7.29325e-06   -2.07872e-07              0              0   -0.000624746              0
       YI6_TH15         KICKER        231.545    7.29325e-06   -2.07872e-07              0              0   -0.000624746              0
       DRIFT_41          DRIFT        233.122     6.9656e-06   -2.07872e-07              0              0   -0.000624746              0
    YI6_DH15_E1           MULT        233.122     6.9656e-06   -2.07872e-07              0              0   -0.000624746              0
       YI6_DH15          SBEND        242.562    4.99837e-06   -2.08832e-07              0              0   -0.000624979              0
    YI6_DH15_E2           MULT        242.562    4.99837e-06   -2.08833e-07              0              0   -0.000624979              0
       DRIFT_36          DRIFT        243.576    4.78658e-06   -2.08833e-07              0              0   -0.000624979              0
       YI6_BV16          DRIFT        243.576    4.78658e-06   -2.08833e-07              0              0   -0.000624979              0
       DRIFT_19          DRIFT        243.803    4.73934e-06   -2.08833e-07              0              0   -0.000624979              0
      YI6_SXD16           SEXT        244.553    4.58272e-06   -2.08829e-07              0              0   -0.000624979              0
       DRIFT_20          DRIFT        244.684    4.55535e-06   -2.08829e-07              0              0   -0.000624979              0
       YI6_QD16           QUAD        245.794    4.54671e-06    1.93137e-07              0              0   -0.000624979              0
       DRIFT_21          DRIFT        246.339    4.65202e-06    1.93137e-07              0              0   -0.000624979              0
       YI6_TV16         KICKER        246.339    4.65202e-06    1.93137e-07              0              0   -0.000624979              0
       DRIFT_42          DRIFT        247.915    4.95644e-06    1.93137e-07              0              0   -0.000624979              0
    YI6_DH16_E1           MULT        247.915    4.95644e-06    1.93137e-07              0              0   -0.000624979              0
       YI6_DH16          SBEND        257.356    6.77556e-06    1.92195e-07              0              0   -0.000625207              0
    YI6_DH16_E2           MULT        257.356    6.77556e-06    1.92194e-07              0              0   -0.000625207              0
       DRIFT_36          DRIFT         258.37    6.97048e-06    1.92194e-07              0              0   -0.000625207              0
       YI6_BH17          DRIFT         258.37    6.97048e-06    1.92194e-07              0              0   -0.000625207              0
       DRIFT_19          DRIFT        258.596    7.01396e-06    1.92194e-07              0              0   -0.000625207              0
      YI6_SXF17           SEXT        259.346     7.1581e-06    1.92191e-07              0              0   -0.000625207              0
       DRIFT_20          DRIFT        259.477    7.18329e-06    1.92191e-07              0              0   -0.000625207              0
       YI6_QF17           QUAD        260.587    7.05123e-06   -4.28224e-07              0              0   -0.000625207              0
       DRIFT_21          DRIFT        261.133    6.81774e-06   -4.28224e-07              0              0   -0.000625207              0
       YI6_TH17         KICKER        261.133    6.81774e-06   -4.28224e-07              0              0   -0.000625207              0
       DRIFT_43          DRIFT        262.709    6.14278e-06   -4.28224e-07              0              0   -0.000625207              0
    YI6_DH17_E1           MULT        262.709    6.14278e-06   -4.28224e-07              0              0   -0.000625207              0
       YI6_DH17          SBEND        272.149    2.09644e-06   -4.28885e-07              0              0   -0.000625368              0
    YI6_DH17_E2           MULT        272.149    2.09644e-06   -4.28885e-07              0              0   -0.000625368              0
       DRIFT_36          DRIFT        273.164    1.66148e-06   -4.28885e-07              0              0   -0.000625368              0
       YI6_BV18          DRIFT        273.164    1.66148e-06   -4.28885e-07              0              0   -0.000625368              0
       DRIFT_19          DRIFT         273.39    1.56445e-06   -4.28885e-07              0              0   -0.000625368              0
      YI6_SXD18           SEXT         274.14    1.24279e-06   -4.28885e-07              0              0   -0.000625368              0
       DRIFT_20          DRIFT        274.271    1.18658e-06   -4.28885e-07              0              0   -0.000625368              0
       YI6_QD18           QUAD        275.381     7.6177e-07   -3.42841e-07              0              0   -0.000625368              0
       DRIFT_21          DRIFT        275.926    5.74836e-07   -3.42841e-07              0              0   -0.000625368              0
       YI6_TV18         KICKER        275.926    5.74836e-07   -3.42841e-07              0              0   -0.000625368              0
       DRIFT_44          DRIFT        277.502    3.44543e-08   -3.42841e-07              0              0   -0.000625368              0
    YI6_DH18_E1           MULT        277.502    3.44543e-08   -3.42841e-07              0              0   -0.000625368              0
       YI6_DH18          SBEND        286.943    -3.2014e-06   -3.42587e-07              0              0   -0.000625306              0
    YI6_DH18_E2           MULT        286.943    -3.2014e-06   -3.42587e-07              0              0   -0.000625306              0
       DRIFT_36          DRIFT        287.957   -3.54884e-06   -3.42587e-07              0              0   -0.000625306              0
       YI6_BH19          DRIFT        287.957   -3.54884e-06   -3.42587e-07              0              0   -0.000625306              0
       DRIFT_19          DRIFT        288.183   -3.62634e-06   -3.42587e-07              0              0   -0.000625306              0
      YI6_SXF19           SEXT        288.933   -3.88328e-06   -3.42588e-07              0              0   -0.000625306              0
       DRIFT_20          DRIFT        289.064   -3.92818e-06   -3.42588e-07              0              0   -0.000625306              0
       YI6_QF19           QUAD        290.174   -4.11538e-06    7.99181e-09              0              0   -0.000625306              0
       DRIFT_21          DRIFT         290.72   -4.11102e-06    7.99181e-09              0              0   -0.000625306              0
       YI6_TH19         KICKER         290.72   -4.11102e-06    7.99181e-09              0              0   -0.000625306              0
       DRIFT_45          DRIFT        292.296   -4.09843e-06    7.99181e-09              0              0   -0.000625306              0
    YI6_DH19_E1           MULT        292.296   -4.09843e-06    7.99177e-09              0              0   -0.000625306              0
       YI6_DH19          SBEND        301.736   -4.01989e-06    8.64329e-09              0              0   -0.000625148              0
    YI6_DH19_E2           MULT        301.736   -4.01989e-06     8.6431e-09              0              0   -0.000625148              0
       DRIFT_36          DRIFT        302.751   -4.01113e-06     8.6431e-09              0              0   -0.000625148              0
       YI6_BV20          DRIFT        302.751   -4.01113e-06     8.6431e-09              0              0   -0.000625148              0
       DRIFT_19          DRIFT        302.977   -4.00917e-06     8.6431e-09              0              0   -0.000625148              0
      YI6_SXD20           SEXT        303.727   -4.00269e-06    8.64579e-09              0              0   -0.000625148              0
       DRIFT_20          DRIFT        303.858   -4.00156e-06    8.64579e-09              0              0   -0.000625148              0
       YI6_QD20           QUAD        304.968    -4.1912e-06   -3.53163e-07              0              0   -0.000625148              0
       DRIFT_21          DRIFT        305.513   -4.38377e-06   -3.53163e-07              0              0   -0.000625148              0
       YI6_TV20         KICKER        305.513   -4.38377e-06   -3.53163e-07              0              0   -0.000625148              0
       DRIFT_46          DRIFT        307.089   -4.94042e-06   -3.53163e-07              0              0   -0.000625148              0
    YI6_DH20_E1           MULT        307.089   -4.94042e-06   -3.53163e-07              0              0   -0.000625148              0
       YI6_DH20          SBEND         316.53   -8.26992e-06   -3.52103e-07              0              0   -0.000624891              0
    YI6_DH20_E2           MULT         316.53   -8.26992e-06   -3.52104e-07              0              0   -0.000624891              0
       DRIFT_36          DRIFT        317.544   -8.62701e-06   -3.52104e-07              0              0   -0.000624891              0
       YI7_BH21          DRIFT        317.544   -8.62701e-06   -3.52104e-07              0              0   -0.000624891              0
       DRIFT_19          DRIFT         317.77   -8.70667e-06   -3.52104e-07              0              0   -0.000624891              0
      YI7_SXF21           SEXT         318.52   -8.97075e-06    -3.5211e-07              0              0   -0.000624891              0
       DRIFT_20          DRIFT        318.651   -9.01689e-06    -3.5211e-07              0              0   -0.000624891              0
       YI7_QF21           QUAD        319.761   -8.97222e-06     4.3195e-07              0              0   -0.000624891              0
       DRIFT_21          DRIFT        320.307    -8.7367e-06     4.3195e-07              0              0   -0.000624891              0
       YI7_TH21         KICKER        320.307    -8.7367e-06     4.3195e-07              0              0   -0.000624891              0
       DRIFT_47          DRIFT        321.883   -8.05587e-06     4.3195e-07              0              0   -0.000624891              0
    YI7_DH20_E1           MULT        321.883   -8.05587e-06     4.3195e-07              0              0   -0.000624891              0
       YI7_DH20          SBEND        331.323   -3.97291e-06    4.32915e-07              0              0   -0.000624657              0
    YI7_DH20_E2           MULT        331.323   -3.97291e-06    4.32915e-07              0              0   -0.000624657              0
       DRIFT_36          DRIFT        332.338   -3.53387e-06    4.32915e-07              0              0   -0.000624657              0
       YI7_BV20          DRIFT        332.338   -3.53387e-06    4.32915e-07              0              0   -0.000624657              0
       DRIFT_19          DRIFT        332.564   -3.43593e-06    4.32915e-07              0              0   -0.000624657              0
      YI7_SXD20           SEXT        333.314   -3.11124e-06    4.32916e-07              0              0   -0.000624657              0
       DRIFT_20          DRIFT        333.445   -3.05451e-06    4.32916e-07              0              0   -0.000624657              0
       YI7_QD20           QUAD        334.555   -2.71823e-06    1.77981e-07              0              0   -0.000624657              0
       DRIFT_21          DRIFT          335.1   -2.62118e-06    1.77981e-07              0              0   -0.000624657              0
       YI7_TV20         KICKER          335.1   -2.62118e-06    1.77981e-07              0              0   -0.000624657              0
       DRIFT_48          DRIFT        336.676   -2.34065e-06    1.77981e-07              0              0   -0.000624657              0
    YI7_DH19_E1           MULT        336.676   -2.34065e-06    1.77981e-07              0              0   -0.000624657              0
       YI7_DH19          SBEND        346.117   -6.59048e-07    1.78221e-07              0              0   -0.000624599              0
    YI7_DH19_E2           MULT        346.117   -6.59048e-07    1.78221e-07              0              0   -0.000624599              0
       DRIFT_36          DRIFT        347.131   -4.78303e-07    1.78221e-07              0              0   -0.000624599              0
       YI7_BH19          DRIFT        347.131   -4.78303e-07    1.78221e-07              0              0   -0.000624599              0
       DRIFT_19          DRIFT        347.357   -4.37984e-07    1.78221e-07              0              0   -0.000624599              0
      YI7_SXF19           SEXT        348.107   -3.04318e-07    1.78221e-07              0              0   -0.000624599              0
       DRIFT_20          DRIFT        348.238   -2.80962e-07    1.78221e-07              0              0   -0.000624599              0
       YI7_QF19           QUAD        349.348   -7.29097e-08    1.93645e-07              0              0   -0.000624599              0
       DRIFT_21          DRIFT        349.894    3.26753e-08    1.93645e-07              0              0   -0.000624599              0
       YI7_TH19         KICKER        349.894    3.26753e-08    1.93645e-07              0              0   -0.000624599              0
       DRIFT_49          DRIFT         351.47    3.37896e-07    1.93645e-07              0              0   -0.000624599              0
    YI7_DH18_E1           MULT         351.47    3.37896e-07    1.93645e-07              0              0   -0.000624599              0
       YI7_DH18          SBEND        360.911    2.16531e-06    1.93444e-07              0              0   -0.000624647              0
    YI7_DH18_E2           MULT        360.911    2.16531e-06    1.93444e-07              0              0   -0.000624647              0
       DRIFT_36          DRIFT        361.925     2.3615e-06    1.93444e-07              0              0   -0.000624647              0
       YI7_BV18          DRIFT        361.925     2.3615e-06    1.93444e-07              0              0   -0.000624647              0
       DRIFT_19          DRIFT        362.151    2.40526e-06    1.93444e-07              0              0   -0.000624647              0
      YI7_SXD18           SEXT        362.901    2.55034e-06    1.93445e-07              0              0   -0.000624647              0
       DRIFT_20          DRIFT        363.032    2.57569e-06    1.93445e-07              0              0   -0.000624647              0
       YI7_QD18           QUAD        364.142    2.92232e-06    4.36249e-07              0              0   -0.000624647              0
       DRIFT_21          DRIFT        364.687    3.16019e-06    4.36249e-07              0              0   -0.000624647              0
       YI7_TV18         KICKER        364.687    3.16019e-06    4.36249e-07              0              0   -0.000624647              0
       DRIFT_50          DRIFT        366.263     3.8478e-06    4.36249e-07              0              0   -0.000624647              0
    YI7_DH17_E1           MULT        366.263     3.8478e-06    4.36249e-07              0              0   -0.000624647              0
       YI7_DH17          SBEND        375.704    7.96232e-06    4.35301e-07              0              0   -0.000624877              0
    YI7_DH17_E2           MULT        375.704    7.96232e-06      4.353e-07              0              0   -0.000624877              0
       DRIFT_36          DRIFT        376.718    8.40378e-06      4.353e-07              0              0   -0.000624877              0
       YI7_BH17          DRIFT        376.718    8.40378e-06      4.353e-07              0              0   -0.000624877              0
       DRIFT_19          DRIFT        376.944    8.50226e-06      4.353e-07              0              0   -0.000624877              0
      YI7_SXF17           SEXT        377.694    8.82873e-06    4.35295e-07              0              0   -0.000624877              0
       DRIFT_20          DRIFT        377.825    8.88578e-06    4.35295e-07              0              0   -0.000624877              0
       YI7_QF17           QUAD        378.935    8.93822e-06   -3.41568e-07              0              0   -0.000624877              0
       DRIFT_21          DRIFT        379.481    8.75198e-06   -3.41568e-07              0              0   -0.000624877              0
       YI7_TH17         KICKER        379.481    8.75198e-06   -3.41568e-07              0              0   -0.000624877              0
      YI7_QGT17           MULT        379.481    8.75198e-06   -3.41568e-07              0              0   -0.000624877              0
       DRIFT_51          DRIFT        381.057     8.2136e-06   -3.41568e-07              0              0   -0.000624877              0
    YI7_DH16_E1           MULT        381.057     8.2136e-06   -3.41568e-07              0              0   -0.000624877              0
       YI7_DH16          SBEND        390.498    4.98357e-06   -3.42627e-07              0              0   -0.000625134              0
    YI7_DH16_E2           MULT        390.498    4.98357e-06   -3.42627e-07              0              0   -0.000625134              0
       DRIFT_36          DRIFT        391.512    4.63609e-06   -3.42627e-07              0              0   -0.000625134              0
       YI7_BV16          DRIFT        391.512    4.63609e-06   -3.42627e-07              0              0   -0.000625134              0
       DRIFT_19          DRIFT        391.738    4.55858e-06   -3.42627e-07              0              0   -0.000625134              0
      YI7_SXD16           SEXT        392.488    4.30161e-06   -3.42624e-07              0              0   -0.000625134              0
       DRIFT_20          DRIFT        392.619    4.25671e-06   -3.42624e-07              0              0   -0.000625134              0
       YI7_QD16           QUAD        393.729    4.08222e-06      2.564e-08              0              0   -0.000625134              0
       DRIFT_21          DRIFT        394.274     4.0962e-06      2.564e-08              0              0   -0.000625134              0
       YI7_TV16         KICKER        394.274     4.0962e-06      2.564e-08              0              0   -0.000625134              0
       DRIFT_52          DRIFT         395.85    4.13661e-06      2.564e-08              0              0   -0.000625134              0
    YI7_DH15_E1           MULT         395.85    4.13661e-06    2.56399e-08              0              0   -0.000625134              0
       YI7_DH15          SBEND        405.291    4.37548e-06    2.49568e-08              0              0     -0.0006253              0
    YI7_DH15_E2           MULT        405.291    4.37548e-06    2.49566e-08              0              0     -0.0006253              0
       DRIFT_36          DRIFT        406.305    4.40079e-06    2.49566e-08              0              0     -0.0006253              0
       YI7_BH15          DRIFT        406.305    4.40079e-06    2.49566e-08              0              0     -0.0006253              0
       DRIFT_19          DRIFT        406.532    4.40643e-06    2.49566e-08              0              0     -0.0006253              0
      YI7_SXF15           SEXT        407.282    4.42515e-06    2.49551e-08              0              0     -0.0006253              0
       DRIFT_20          DRIFT        407.413    4.42842e-06    2.49551e-08              0              0     -0.0006253              0
       YI7_QF15           QUAD        408.523    4.24484e-06   -3.53071e-07              0              0     -0.0006253              0
       DRIFT_21          DRIFT        409.068    4.05233e-06   -3.53071e-07              0              0     -0.0006253              0
       YI7_TH15         KICKER        409.068    4.05233e-06   -3.53071e-07              0              0     -0.0006253              0
      YI7_QGT15           MULT        409.068    4.05233e-06   -3.53071e-07              0              0     -0.0006253              0
       DRIFT_53          DRIFT        410.644    3.49583e-06   -3.53071e-07              0              0     -0.0006253              0
    YI7_DH14_E1           MULT        410.644    3.49583e-06   -3.53071e-07              0              0     -0.0006253              0
       YI7_DH14          SBEND        420.085    1.60801e-07   -3.53364e-07              0              0   -0.000625371              0
    YI7_DH14_E2           MULT        420.085    1.60801e-07   -3.53364e-07              0              0   -0.000625371              0
       DRIFT_36          DRIFT        421.099   -1.97567e-07   -3.53364e-07              0              0   -0.000625371              0
       YI7_BV14          DRIFT        421.099   -1.97567e-07   -3.53364e-07              0              0   -0.000625371              0
       DRIFT_19          DRIFT        421.325   -2.77508e-07   -3.53364e-07              0              0   -0.000625371              0
      YI7_SXD14           SEXT        422.075   -5.42531e-07   -3.53364e-07              0              0   -0.000625371              0
