           NAME           TYPE              S          BETA1          ALFA1            MU1          BETA2          ALFA2            MU2           ETAX          ETAXP           ETAY          ETAYP
       DRIFT_19          DRIFT        811.556        13.2375      -0.696914        6.07392        42.0666        1.96431        5.55105        1.10257      0.0465007              0              0
       YO8_BV11          DRIFT        811.556        13.2375      -0.696914        6.07392        42.0666        1.96431        5.55105        1.10257      0.0465007              0              0
       DRIFT_86          DRIFT        812.588         14.795      -0.812702        6.08566        38.1364        1.84515        5.55515        1.15054      0.0465007              0              0
    YO8_DH11_E1           MULT        812.588         14.795      -0.812702        6.08566        38.1364        1.84515        5.55515        1.15054      0.0465007              0              0
       YO8_DH11          SBEND        822.028        40.0998       -1.86635        6.14899        13.5912       0.754799         5.6232        1.77227      0.0851951              0              0
    YO8_DH11_E2           MULT        822.028        40.0998       -1.86635        6.14899        13.5912       0.754799         5.6232        1.77227      0.0851951              0              0
       DRIFT_83          DRIFT        823.622        46.3326       -2.04454        6.15488        11.4787       0.570733        5.64357        1.90805      0.0851951              0              0
       YO8_TH12         KICKER        823.622        46.3326       -2.04454        6.15488        11.4787       0.570733        5.64357        1.90805      0.0851951              0              0
       DRIFT_21          DRIFT        824.167        48.5954        -2.1055         6.1567        10.8906       0.507759        5.65133         1.9545      0.0851951              0              0
       YO8_QF12           QUAD        825.277        48.5925        2.10798        6.16028         10.916      -0.531333        5.66782        1.95451     -0.0851797              0              0
       DRIFT_20          DRIFT        825.408         48.042         2.0933        6.16071        11.0573      -0.546727        5.66972        1.94335     -0.0851797              0              0
      YO8_SXF12           SEXT        826.158        44.9651        2.00926        6.16328        11.9434      -0.634827        5.68012        1.87946     -0.0851791              0              0
       DRIFT_19          DRIFT        826.384        44.0617        1.98392        6.16409        12.2367      -0.661402         5.6831        1.86019     -0.0851791              0              0
       YO8_BH12          DRIFT        826.384        44.0617        1.98392        6.16409        12.2367      -0.661402         5.6831        1.86019     -0.0851791              0              0
       DRIFT_87          DRIFT        827.416        40.0874        1.86835          6.168        13.7264      -0.782595        5.69578        1.77231     -0.0851791              0              0
    YO8_DH12_E1           MULT        827.416        40.0874        1.86835          6.168        13.7264      -0.782595        5.69578        1.77231     -0.0851791              0              0
       YO8_DH12          SBEND        836.857        14.7646        0.81261        6.23141        38.9725        -1.8916         5.7627        1.15074     -0.0464848              0              0
    YO8_DH12_E2           MULT        836.857        14.7646       0.812609        6.23141        38.9725       -1.89159         5.7627        1.15074     -0.0464847              0              0
       DRIFT_83          DRIFT        838.451        12.4601       0.633391        6.25015        45.3002       -2.07881        5.76873        1.07666     -0.0464847              0              0
       YO8_TV13         KICKER        838.451        12.4601       0.633391        6.25015        45.3002       -2.07881        5.76873        1.07666     -0.0464847              0              0
       DRIFT_21          DRIFT        838.996        11.8028       0.572075        6.25731         47.602       -2.14286         5.7706        1.05131     -0.0464847              0              0
       YO8_QD13           QUAD        840.106        11.7962      -0.565956        6.27255        47.6396        2.11014        5.77425        1.05125      0.0463686              0              0
       DRIFT_20          DRIFT        840.237        11.9465      -0.580624        6.27431        47.0885        2.09514        5.77469        1.05732      0.0463686              0              0
      YO8_SXD13           SEXT        840.987        12.8804      -0.664551        6.28394        44.0102        2.00924        5.77731         1.0921      0.0463672              0              0
       DRIFT_19          DRIFT        841.213        13.1868      -0.689872         6.2867         43.107        1.98335        5.77814        1.10259      0.0463672              0              0
       YO8_BV13          DRIFT        841.213        13.1868      -0.689872         6.2867         43.107        1.98335        5.77814        1.10259      0.0463672              0              0
       DRIFT_88          DRIFT        842.245        14.7294      -0.805342        6.29849        39.1365        1.86527        5.78214        1.15043      0.0463672              0              0
    YO8_DH13_E1           MULT        842.245        14.7294      -0.805342        6.29849        39.1365        1.86527        5.78214        1.15043      0.0463672              0              0
       YO8_DH13          SBEND        851.685         39.868       -1.85612        6.36217        14.1183       0.784772        5.84792         1.7709      0.0850617              0              0
    YO8_DH13_E2           MULT        851.685         39.868       -1.85612        6.36217        14.1183       0.784775        5.84792         1.7709      0.0850621              0              0
       DRIFT_83          DRIFT        853.279        46.0674       -2.03382        6.36809        11.9076       0.602372        5.86753        1.90646      0.0850621              0              0
       YO8_TH14         KICKER        853.279        46.0674       -2.03382        6.36809        11.9076       0.602372        5.86753        1.90646      0.0850621              0              0
       DRIFT_21          DRIFT        853.824        48.3184       -2.09461        6.36993        11.2848       0.539967        5.87502        1.95284      0.0850621              0              0
       YO8_QF14           QUAD        854.934        48.3183        2.09471        6.37352        11.2717      -0.527815        5.89096        1.95278     -0.0851653              0              0
       DRIFT_20          DRIFT        855.065        47.7712        2.08009        6.37396         11.412       -0.54268         5.8928        1.94162     -0.0851653              0              0
      YO8_SXF14           SEXT        855.815        44.7138         1.9964        6.37654        12.2898      -0.627739        5.90288        1.87775     -0.0851627              0              0
       DRIFT_19          DRIFT        856.042        43.8162        1.97118        6.37736        12.5796        -0.6534        5.90578        1.85848     -0.0851627              0              0
       YO8_BH14          DRIFT        856.042        43.8162        1.97118        6.37736        12.5796        -0.6534        5.90578        1.85848     -0.0851627              0              0
       DRIFT_89          DRIFT        857.073        39.8677        1.85615        6.38128        14.0486      -0.770425        5.91814        1.77062     -0.0851627              0              0
    YO8_DH14_E1           MULT        857.073        39.8677        1.85614        6.38128        14.0486      -0.770425        5.91814        1.77062     -0.0851627              0              0
       YO8_DH14          SBEND        866.514        14.7288       0.805338        6.44496        38.7049        -1.8413        5.98448         1.1492      -0.046468              0              0
    YO8_DH14_E2           MULT        866.514        14.7288       0.805336        6.44496        38.7049       -1.84129        5.98448         1.1492     -0.0464679              0              0
       DRIFT_83          DRIFT        868.108        12.4462       0.626956        6.46374         44.862       -2.02207        5.99057        1.07514     -0.0464679              0              0
       YO8_TV15         KICKER        868.108        12.4462       0.626956        6.46374         44.862       -2.02207        5.99057        1.07514     -0.0464679              0              0
       DRIFT_21          DRIFT        868.653        11.7958       0.565928         6.4709        47.1008       -2.08392        5.99246        1.04981     -0.0464679              0              0
       YO8_QD15           QUAD        869.763        11.8024      -0.572066        6.48614        47.0591        2.12025        5.99615        1.04969      0.0462499              0              0
       DRIFT_20          DRIFT        869.894        11.9542      -0.586804         6.4879        46.5053        2.10494         5.9966        1.05575      0.0462499              0              0
      YO8_SXD15           SEXT        870.644        12.8977      -0.671132        6.49752        43.4137        2.01731        5.99925        1.09043      0.0462486              0              0
       DRIFT_19          DRIFT         870.87        13.2071      -0.696573        6.50028        42.5069        1.99089        6.00009         1.1009      0.0462486              0              0
       YO8_BV15          DRIFT         870.87        13.2071      -0.696573        6.50028        42.5069        1.99089        6.00009         1.1009      0.0462486              0              0
       DRIFT_90          DRIFT        871.902        14.7641      -0.812591        6.51205        38.5233        1.87042        6.00415        1.14861      0.0462486              0              0
    YO8_DH15_E1           MULT        871.902        14.7641      -0.812591        6.51205        38.5233        1.87042        6.00415        1.14861      0.0462487              0              0
       YO8_DH15          SBEND        881.343        40.0867       -1.86835        6.57546        13.6148       0.768008        6.07177        1.76796      0.0849435              0              0
    YO8_DH15_E2           MULT        881.343        40.0867       -1.86835        6.57546        13.6148       0.768009        6.07177        1.76796      0.0849436              0              0
       DRIFT_83          DRIFT        882.936        46.3264       -2.04688        6.58135        11.4634       0.581907        6.09213        1.90333      0.0849436              0              0
       YO8_TH16         KICKER        882.936        46.3264       -2.04688        6.58135        11.4634       0.581907        6.09213        1.90333      0.0849436              0              0
       DRIFT_91          DRIFT        883.481        48.5918       -2.10797        6.58317        10.8636       0.518237        6.09991        1.94965      0.0849436              0              0
       YO8_QF16           QUAD        884.591        48.5947        2.10545        6.58675        10.8631      -0.517797        6.11647        1.94961     -0.0850064              0              0
       DRIFT_20          DRIFT        884.723        48.0448        2.09079        6.58718        11.0008      -0.533095        6.11837        1.93847     -0.0850064              0              0
      YO8_SXF16           SEXT        885.473        44.9715        2.00693        6.58975        11.8661      -0.620643        6.12883        1.87472     -0.0850058              0              0
       DRIFT_19          DRIFT        885.699        44.0692        1.98164        6.59056        12.1529      -0.647052        6.13183        1.85549     -0.0850058              0              0
       YO8_BH16          DRIFT        885.699        44.0692        1.98164        6.59056        12.1529      -0.647052        6.13183        1.85549     -0.0850058              0              0
       DRIFT_92          DRIFT         886.73        40.0993         1.8663        6.59447        13.6122      -0.767486        6.14461        1.76779     -0.0850058              0              0
    YO8_DH16_E1           MULT         886.73        40.0993         1.8663        6.59447        13.6122      -0.767486        6.14461        1.76779     -0.0850058              0              0
       YO8_DH16          SBEND        896.171        14.7952       0.812684         6.6578        38.5076       -1.86955        6.21225        1.14785     -0.0463108              0              0
    YO8_DH16_E2           MULT        896.171        14.7952       0.812684         6.6578        38.5076       -1.86955        6.21225        1.14785     -0.0463109              0              0
       DRIFT_83          DRIFT        897.765        12.4899       0.633824         6.6765        44.7631       -2.05559        6.21836        1.07404     -0.0463109              0              0
       YO8_TV17         KICKER        897.765        12.4899       0.633824         6.6765        44.7631       -2.05559        6.21836        1.07404     -0.0463109              0              0
       DRIFT_21          DRIFT         898.31        11.8321       0.572631        6.68364        47.0394       -2.11924        6.22025        1.04879     -0.0463109              0              0
       YO8_QD17           QUAD         899.42        11.8269      -0.567804        6.69884        47.0809        2.08314        6.22395         1.0488       0.046323              0              0
       DRIFT_20          DRIFT        899.551        11.9776      -0.582457         6.7006        46.5368        2.06827        6.22439        1.05487       0.046323              0              0
      YO8_SXD17           SEXT        900.301        12.9142      -0.666326         6.7102        43.4982        1.98325        6.22705        1.08961      0.0463238              0              0
       DRIFT_19          DRIFT        900.527        13.2214      -0.691622        6.71295        42.6067        1.95759        6.22788        1.10009      0.0463238              0              0
       YO8_BV17          DRIFT        900.527        13.2214      -0.691622        6.71295        42.6067        1.95759        6.22788        1.10009      0.0463238              0              0
       DRIFT_93          DRIFT        901.559        14.7675      -0.806978        6.72472        38.6882        1.84059        6.23193        1.14788      0.0463238              0              0
    YO8_DH17_E1           MULT        901.559        14.7675      -0.806977        6.72472        38.6882        1.84058        6.23193        1.14788      0.0463238              0              0
       YO8_DH17          SBEND            911         39.927        -1.8567        6.78825        14.0436       0.769889        6.29829        1.76794      0.0850187              0              0
    YO8_DH17_E2           MULT            911         39.927       -1.85669        6.78825        14.0436       0.769886        6.29829        1.76794      0.0850184              0              0
       DRIFT_83          DRIFT        912.593         46.128        -2.0342        6.79416        11.8777       0.589139        6.31798        1.90343      0.0850184              0              0
       YO8_TH18         KICKER        912.593         46.128        -2.0342        6.79416        11.8777       0.589139        6.31798        1.90343      0.0850184              0              0
       DRIFT_21          DRIFT        913.139        48.3794       -2.09494          6.796        11.2689       0.527301        6.32549        1.94978      0.0850184              0              0
       YO8_QF18           QUAD        914.249        48.3742         2.0995         6.7996        11.2829      -0.540305        6.34143        1.94982     -0.0849468              0              0
       DRIFT_20          DRIFT         914.38        47.8258        2.08485        6.80003        11.4265      -0.555311        6.34327        1.93869     -0.0849468              0              0
      YO8_SXF18           SEXT         915.13        44.7614        2.00106        6.80261        12.3239      -0.641203        6.35334        1.87498     -0.0849492              0              0
       DRIFT_19          DRIFT        915.356        43.8617        1.97577        6.80342        12.6199      -0.667107        6.35622        1.85576     -0.0849492              0              0
       YO8_BH18          DRIFT        915.356        43.8617        1.97577        6.80342        12.6199      -0.667107        6.35622        1.85576     -0.0849492              0              0
       DRIFT_94          DRIFT        916.388         39.904        1.86043        6.80735        14.1182      -0.785239        6.36854        1.76812     -0.0849492              0              0
    YO8_DH18_E1           MULT        916.388         39.904        1.86043        6.80735        14.1182      -0.785239        6.36854        1.76812     -0.0849492              0              0
       YO8_DH18          SBEND        925.828        14.7108       0.806809        6.87103        39.1499       -1.86624         6.4343        1.14872     -0.0462544              0              0
    YO8_DH18_E2           MULT        925.828        14.7108       0.806811        6.87103        39.1499       -1.86624         6.4343        1.14872     -0.0462545              0              0
       DRIFT_83          DRIFT        927.422        12.4242       0.627954        6.88984        45.3892       -2.04873        6.44032        1.07501     -0.0462545              0              0
       YO8_TV19         KICKER        927.422        12.4242       0.627954        6.88984        45.3892       -2.04873        6.44032        1.07501     -0.0462545              0              0
       DRIFT_21          DRIFT        927.967        11.7727       0.566762        6.89702        47.6574       -2.11116        6.44219        1.04979     -0.0462545              0              0
       YO8_QD19           QUAD        929.077        11.7754      -0.569229        6.91229        47.6203        2.14346        6.44583        1.04991      0.0464724              0              0
       DRIFT_20          DRIFT        929.208        11.9265      -0.583964        6.91405        47.0605        2.12807        6.44627          1.056      0.0464724              0              0
      YO8_SXD19           SEXT        929.958        12.8657      -0.668313        6.92369        43.9345        2.04002         6.4489        1.09085       0.046474              0              0
       DRIFT_19          DRIFT        930.184        13.1739       -0.69375        6.92646        43.0175        2.01344        6.44973        1.10137       0.046474              0              0
       YO8_BV19          DRIFT        930.184        13.1739       -0.69375        6.92646        43.0175        2.01344        6.44973        1.10137       0.046474              0              0
       DRIFT_95          DRIFT        931.216         14.725      -0.809754        6.93826        38.9881        1.89224        6.45374        1.14931       0.046474              0              0
    YO8_DH19_E1           MULT        931.216         14.725      -0.809753        6.93826        38.9881        1.89223        6.45374        1.14931       0.046474              0              0
       YO8_DH19          SBEND        940.657        39.9929       -1.86539        7.00184        13.7312       0.783089        6.52063        1.77079      0.0851686              0              0
    YO8_DH19_E2           MULT        940.657        39.9929       -1.86538        7.00184        13.7312       0.783087        6.52063        1.77079      0.0851683              0              0
       DRIFT_83          DRIFT        942.251        46.2231        -2.0439        7.00774        11.5336        0.59585        6.54084        1.90652      0.0851683              0              0
       YO8_TH20         KICKER        942.251        46.2231        -2.0439        7.00774        11.5336        0.59585        6.54084        1.90652      0.0851683              0              0
       DRIFT_21          DRIFT        942.796        48.4853       -2.10497        7.00957        10.9188        0.53179        6.54857        1.95296      0.0851683              0              0
       YO8_QF20           QUAD        943.906        48.4918        2.09926        7.01316        10.8926      -0.507486        6.56506        1.95301     -0.0850741              0              0
       DRIFT_20          DRIFT        944.037        47.9435        2.08465        7.01359        11.0276      -0.522615        6.56697        1.94186     -0.0850741              0              0
      YO8_SXF20           SEXT        944.787        44.8792        2.00106        7.01616        11.8765      -0.609212         6.5774        1.87806     -0.0850757              0              0
       DRIFT_19          DRIFT        945.013        43.9795        1.97584        7.01697         12.158       -0.63533         6.5804        1.85881     -0.0850757              0              0
       YO8_BH20          DRIFT        945.013        43.9795        1.97584        7.01697         12.158       -0.63533         6.5804        1.85881     -0.0850757              0              0
       DRIFT_96          DRIFT        946.045        40.0214         1.8608        7.02089        13.5918      -0.754437        6.59319        1.77104     -0.0850757              0              0
    YO8_DH20_E1           MULT        946.045        40.0214         1.8608        7.02089        13.5918      -0.754438        6.59319        1.77104     -0.0850758              0              0
       YO8_DH20          SBEND        955.485        14.7948       0.809965        7.08428        38.1262       -1.84436        6.66125        1.15044     -0.0463813              0              0
    YO8_DH20_E2           MULT        955.485        14.7948       0.809965        7.08428        38.1262       -1.84436        6.66125        1.15044     -0.0463813              0              0
       DRIFT_83          DRIFT        957.079        12.4974       0.631575        7.10298        44.2982       -2.02836        6.66742        1.07653     -0.0463813              0              0
       YO9_TV21         KICKER        957.079        12.4974       0.631575        7.10298        44.2982       -2.02836        6.66742        1.07653     -0.0463813              0              0
       DRIFT_21          DRIFT        957.624         11.842       0.570543        7.11012        46.5444        -2.0913        6.66933        1.05124     -0.0463813              0              0
       YO9_QD21           QUAD        958.734        11.8424      -0.570908         7.1253        46.5737        2.06583        6.67306        1.05129      0.0464704              0              0
       DRIFT_20          DRIFT        958.865        11.9939      -0.585581        7.12705        46.0341        2.05101        6.67351        1.05738      0.0464704              0              0
      YO9_SXD21           SEXT        959.615        12.9353      -0.669554        7.13664        43.0213        1.96618         6.6762        1.09223      0.0464703              0              0
       DRIFT_19          DRIFT        959.842         13.244      -0.694883        7.13939        42.1374        1.94059        6.67704        1.10274      0.0464703              0              0
       YO9_BV21          DRIFT        959.842         13.244      -0.694883        7.13939        42.1374        1.94059        6.67704        1.10274      0.0464703              0              0
       DRIFT_97          DRIFT        960.873        14.7969      -0.810395        7.15113        38.2537         1.8239        6.68113        1.15069      0.0464703              0              0
    YO9_DH20_E1           MULT        960.873        14.7969      -0.810395        7.15113        38.2537        1.82391        6.68113        1.15069      0.0464704              0              0
       YO9_DH20          SBEND        970.314        40.0344       -1.86153        7.21451        13.8964       0.756133        6.74827        1.77213      0.0851647              0              0
    YO9_DH20_E2           MULT        970.314        40.0344       -1.86153        7.21451        13.8964       0.756134        6.74827        1.77213      0.0851649              0              0
       DRIFT_83          DRIFT        971.908        46.2511       -2.03929        7.22041        11.7736        0.57588        6.76816        1.90786      0.0851649              0              0
       YO9_TH20         KICKER        971.908        46.2511       -2.03929        7.22041        11.7736        0.57588        6.76816        1.90786      0.0851649              0              0
       DRIFT_21          DRIFT        972.453        48.5081        -2.1001        7.22224        11.1792        0.51421        6.77572        1.95429      0.0851649              0              0
       YO9_QF20           QUAD        973.563        48.5019        2.10557        7.22583        11.2149      -0.547359        6.79178        1.95428      -0.085191              0              0
       DRIFT_20          DRIFT        973.694        47.9519        2.09089        7.22626        11.3603      -0.562546        6.79363        1.94311      -0.085191              0              0
      YO9_SXF20           SEXT        974.444        44.8786        2.00684        7.22883        12.2693      -0.649447        6.80375        1.87922     -0.0851894              0              0
       DRIFT_19          DRIFT         974.67        43.9763        1.98149        7.22964        12.5691      -0.675663        6.80665        1.85995     -0.0851894              0              0
       YO9_BH20          DRIFT         974.67        43.9763        1.98149        7.22964        12.5691      -0.675663        6.80665        1.85995     -0.0851894              0              0
       DRIFT_98          DRIFT        975.702         40.007        1.86592        7.23356        14.0866      -0.795214          6.819        1.77206     -0.0851894              0              0
    YO9_DH19_E1           MULT        975.702         40.007        1.86592        7.23356        14.0866      -0.795214          6.819        1.77206     -0.0851894              0              0
       YO9_DH19          SBEND        985.142          14.73       0.810193        7.29711        39.4293       -1.88921        6.88459        1.15039      -0.046495              0              0
    YO9_DH19_E2           MULT        985.142          14.73       0.810191        7.29711        39.4293        -1.8892        6.88459        1.15039     -0.0464948              0              0
       DRIFT_83          DRIFT        986.736        12.4332       0.630976         7.3159        45.7452       -2.07388        6.89057        1.07629     -0.0464948              0              0
       YO9_TV19         KICKER        986.736        12.4332       0.630976         7.3159        45.7452       -2.07388        6.89057        1.07629     -0.0464948              0              0
       DRIFT_21          DRIFT        987.281        11.7786       0.569662        7.32307        48.0413       -2.13706        6.89242        1.05094     -0.0464948              0              0
       YO9_QD19           QUAD        988.391        11.7752      -0.566554        7.33834        48.0229        2.15306        6.89604        1.05084      0.0463242              0              0
       DRIFT_20          DRIFT        988.523        11.9256      -0.581256         7.3401        47.4606        2.13768        6.89647        1.05692      0.0463242              0              0
      YO9_SXD19           SEXT        989.273        12.8606      -0.665374        7.34975        44.3201         2.0496        6.89908        1.09166      0.0463225              0              0
       DRIFT_19          DRIFT        989.499        13.1674      -0.690752        7.35252        43.3988        2.02305         6.8999        1.10214      0.0463225              0              0
       YO9_BV19          DRIFT        989.499        13.1674      -0.690752        7.35252        43.3988        2.02305         6.8999        1.10214      0.0463225              0              0
       DRIFT_99          DRIFT         990.53        14.7121      -0.806487        7.36432        39.3494        1.90199        6.90387        1.14993      0.0463225              0              0
    YO9_DH18_E1           MULT         990.53        14.7121      -0.806488        7.36432        39.3494        1.90199        6.90387        1.14993      0.0463226              0              0
       YO9_DH18          SBEND        999.971        39.8952       -1.85968        7.42801        13.8961        0.79415        6.97001        1.76998      0.0850172              0              0
    YO9_DH18_E2           MULT        999.971        39.8952       -1.85969        7.42801        13.8961       0.794153        6.97001        1.76998      0.0850175              0              0
      DRIFT_100          DRIFT        1001.56        46.1066       -2.03779        7.43393        11.6629       0.607135        6.98999        1.90547      0.0850175              0              0
       YO9_TH18         KICKER        1001.56        46.1066       -2.03779        7.43393        11.6629       0.607135        6.98999        1.90547      0.0850175              0              0
      YO9_QGT18           MULT        1001.56        46.1066       -2.03779        7.43393        11.6629       0.607135        6.98999        1.90547      0.0850175              0              0
       DRIFT_21          DRIFT        1002.11        48.3621       -2.09873        7.43577        11.0357       0.543151        6.99764        1.95182      0.0850175              0              0
       YO9_QF18           QUAD        1003.22        48.3668        2.09463        7.43936        10.9941      -0.504479        7.01397        1.95177     -0.0851213              0              0
       DRIFT_20          DRIFT        1003.35        47.8197        2.08003        7.43979        11.1283      -0.519433        7.01585        1.94061     -0.0851213              0              0
      YO9_SXF18           SEXT         1004.1        44.7623        1.99644        7.44238        11.9716      -0.604998         7.0262        1.87677     -0.0851189              0              0
       DRIFT_19          DRIFT        1004.33        43.8647        1.97124        7.44319        12.2512      -0.630812        7.02918        1.85751     -0.0851189              0              0
       YO9_BH18          DRIFT        1004.33        43.8647        1.97124        7.44319        12.2512      -0.630812        7.02918        1.85751     -0.0851189              0              0
      DRIFT_101          DRIFT        1005.36        39.9159        1.85633        7.44711        13.6742      -0.748532        7.04187         1.7697     -0.0851189              0              0
    YO9_DH17_E1           MULT        1005.36        39.9159        1.85633        7.44711        13.6742      -0.748532        7.04187         1.7697     -0.0851189              0              0
       YO9_DH17          SBEND         1014.8        14.7631       0.806639        7.51067        37.9772       -1.82576        7.10986        1.14869     -0.0464242              0              0
    YO9_DH17_E2           MULT         1014.8        14.7631       0.806638        7.51067        37.9772       -1.82576        7.10986        1.14869     -0.0464241              0              0
      DRIFT_100          DRIFT        1016.39         12.476       0.628445         7.5294        44.0865       -2.00761        7.11606         1.0747     -0.0464241              0              0
       YO9_TV17         KICKER        1016.39         12.476       0.628445         7.5294        44.0865       -2.00761        7.11606         1.0747     -0.0464241              0              0
       DRIFT_21          DRIFT        1016.94        11.8239       0.567481        7.53655        46.3097       -2.06982        7.11798        1.04939     -0.0464241              0              0
       YO9_QD17           QUAD        1018.05        11.8296      -0.572733        7.55176        46.3152        2.06505        7.12173         1.0493      0.0462583              0              0
       DRIFT_20          DRIFT        1018.18        11.9816      -0.587445        7.55351        45.7759        2.05015        7.12218        1.05536      0.0462583              0              0
      YO9_SXD17           SEXT        1018.93        12.9259      -0.671634        7.56311        42.7646        1.96488        7.12488        1.09005      0.0462576              0              0
       DRIFT_19          DRIFT        1019.16        13.2355      -0.697031        7.56586        41.8814        1.93916        7.12573        1.10052      0.0462576              0              0
       YO9_BV17          DRIFT        1019.16        13.2355      -0.697031        7.56586        41.8814        1.93916        7.12573        1.10052      0.0462576              0              0
      DRIFT_102          DRIFT        1020.19        14.7933      -0.812849         7.5776        38.0012         1.8219        7.12985        1.14824      0.0462576              0              0
    YO9_DH16_E1           MULT        1020.19        14.7933      -0.812849         7.5776        38.0012         1.8219        7.12985        1.14824      0.0462576              0              0
       YO9_DH16          SBEND        1029.63        40.1034       -1.86677        7.64093        13.7316        0.74885        7.19766        1.76767      0.0849525              0              0
    YO9_DH16_E2           MULT        1029.63        40.1034       -1.86677        7.64093        13.7316       0.748849        7.19766        1.76767      0.0849525              0              0
      DRIFT_103          DRIFT        1031.22        46.3377         -2.045        7.64682        11.6334       0.567704        7.21778        1.90306      0.0849525              0              0
       YO9_TH16         KICKER        1031.22        46.3377         -2.045        7.64682        11.6334       0.567704        7.21778        1.90306      0.0849525              0              0
      YO9_QGT16           MULT        1031.22        46.3377         -2.045        7.64682        11.6334       0.567704        7.21778        1.90306      0.0849525              0              0
       DRIFT_21          DRIFT        1031.77         48.601       -2.10598        7.64865        11.0481        0.50573        7.22544        1.94938      0.0849525              0              0
       YO9_QF16           QUAD        1032.88        48.5987        2.10801        7.65223        11.0916      -0.546108        7.24168        1.94937     -0.0849752              0              0
       DRIFT_20          DRIFT        1033.01        48.0481        2.09333        7.65266        11.2367      -0.561447        7.24355        1.93823     -0.0849752              0              0
      YO9_SXF16           SEXT        1033.76        44.9711        2.00933        7.65522        12.1447      -0.649235        7.25377         1.8745     -0.0849757              0              0
       DRIFT_19          DRIFT        1033.98        44.0677        1.98399        7.65603        12.4445      -0.675714         7.2567        1.85528     -0.0849757              0              0
       YO9_BH16          DRIFT        1033.98        44.0677        1.98399        7.65603        12.4445      -0.675714         7.2567        1.85528     -0.0849757              0              0
      DRIFT_104          DRIFT        1035.02        40.0932        1.86843        7.65994        13.9633      -0.796469        7.26917        1.76761     -0.0849757              0              0
    YO9_DH15_E1           MULT        1035.02        40.0932        1.86843        7.65994        13.9633      -0.796469        7.26917        1.76761     -0.0849757              0              0
       YO9_DH15          SBEND        1044.46        14.7681       0.812774        7.72334        39.4336       -1.90147        7.33507        1.14796     -0.0462808              0              0
    YO9_DH15_E2           MULT        1044.46        14.7681       0.812775        7.72334        39.4336       -1.90147        7.33507        1.14796     -0.0462809              0              0
      DRIFT_103          DRIFT        1046.05        12.4631       0.633571        7.74208        45.7917       -2.08801        7.34104         1.0742     -0.0462809              0              0
       YO9_TV15         KICKER        1046.05        12.4631       0.633571        7.74208        45.7917       -2.08801        7.34104         1.0742     -0.0462809              0              0
      DRIFT_105          DRIFT         1046.6        11.8056        0.57226        7.74923        48.1035       -2.15183        7.34289        1.04896     -0.0462809              0              0
       YO9_QD15           QUAD        1047.71        11.7989      -0.565988        7.76447        48.1112        2.14509         7.3465        1.04901      0.0463699              0              0
       DRIFT_20          DRIFT        1047.84        11.9491      -0.580653        7.76623         47.551        2.12983        7.34694        1.05509      0.0463699              0              0
      YO9_SXD15           SEXT        1048.59        12.8831      -0.664597        7.77585        44.4217        2.04256        7.34953        1.08987      0.0463713              0              0
       DRIFT_19          DRIFT        1048.81        13.1895      -0.689913        7.77862        43.5035        2.01622        7.35035        1.10036      0.0463713              0              0
       YO9_BV15          DRIFT        1048.81        13.1895      -0.689913        7.77862        43.5035        2.01622        7.35035        1.10036      0.0463713              0              0
      DRIFT_106          DRIFT        1049.84        14.7321      -0.805364        7.79041        39.4672        1.89611        7.35432         1.1482      0.0463713              0              0
    YO9_DH14_E1           MULT        1049.84        14.7321      -0.805364        7.79041        39.4672         1.8961        7.35432         1.1482      0.0463712              0              0
       YO9_DH14          SBEND        1059.29        39.8695       -1.85596        7.85407        14.0433       0.796918        7.41999         1.7687      0.0850661              0              0
    YO9_DH14_E2           MULT        1059.29        39.8695       -1.85595        7.85407        14.0433       0.796915        7.41999         1.7687      0.0850657              0              0
      DRIFT_100          DRIFT        1060.88        46.0683       -2.03361        7.85999        11.7989       0.611359        7.43974        1.90427      0.0850657              0              0
       YO9_TH14         KICKER        1060.88        46.0683       -2.03361        7.85999        11.7989       0.611359        7.43974        1.90427      0.0850657              0              0
      YO9_QGT14           MULT        1060.88        46.0683       -2.03361        7.85999        11.7989       0.611359        7.43974        1.90427      0.0850657              0              0
       DRIFT_21          DRIFT        1061.42        48.3191        -2.0944        7.86183        11.1669       0.547875         7.4473        1.95065      0.0850657              0              0
       YO9_QF14           QUAD        1062.53        48.3185        2.09496        7.86543        11.1259      -0.509818        7.46344         1.9507     -0.0849752              0              0
       DRIFT_20          DRIFT        1062.67        47.7713        2.08034        7.86586        11.2615      -0.524658         7.4653        1.93956     -0.0849752              0              0
      YO9_SXF14           SEXT        1063.42        44.7135        1.99676        7.86845        12.1122      -0.609606        7.47553        1.87583     -0.0849778              0              0
       DRIFT_19          DRIFT        1063.64        43.8157        1.97153        7.86926        12.3938      -0.635225        7.47847        1.85661     -0.0849778              0              0
       YO9_BH14          DRIFT        1063.64        43.8157        1.97153        7.86926        12.3938      -0.635225        7.47847        1.85661     -0.0849778              0              0
      DRIFT_107          DRIFT        1064.67        39.8665        1.85646        7.87319         13.825      -0.752055        7.49102        1.76894     -0.0849778              0              0
    YO9_DH13_E1           MULT        1064.67        39.8665        1.85646        7.87319         13.825      -0.752055        7.49102        1.76894     -0.0849779              0              0
       YO9_DH13          SBEND        1074.11        14.7246       0.805344        7.93688        38.1177       -1.82114        7.55848        1.14927     -0.0462832              0              0
    YO9_DH13_E2           MULT        1074.11        14.7246       0.805345        7.93688        38.1177       -1.82115        7.55848        1.14927     -0.0462833              0              0
