           NAME           TYPE              S          BETA1          ALFA1            MU1          BETA2          ALFA2            MU2           ETAX          ETAXP           ETAY          ETAYP
     S_CQ06Y8#2          DRIFT        136.133        20.6156       -1.85159        1.10508        23.3563        1.45948       0.691996        1.28001       0.111509              0              0
          ODSFL          DRIFT         136.65        22.5886        -1.9627        1.10889        21.8822        1.39016       0.695638         1.3377       0.111509              0              0
        YI6_DH9          SBEND          139.6        36.0304       -2.59449        1.12537        14.8477       0.994891       0.721798        1.68441       0.123594              0              0
          ODSFL          DRIFT        140.117         38.772       -2.70549        1.12758        13.8543       0.925567        0.72754        1.74835       0.123594              0              0
    S_CQB06Y9#1          DRIFT        141.421        46.1959       -2.98541        1.13248        11.6675       0.750741       0.743899        1.90958       0.123594              0              0
         QF9_PR           QUAD        142.531         47.256        2.06876        1.13619        11.4878      -0.582513       0.759489        1.93104     -0.0853025              0              0
    S_CQB06Y9#2          DRIFT        143.836        42.0481        1.92299        1.14085        13.2063      -0.734618       0.776379        1.81975     -0.0853025              0              0
           ODFL          DRIFT        144.358        40.0725        1.86472        1.14287        14.0043      -0.795429       0.782484        1.77526     -0.0853025              0              0
        YI6_DH8          SBEND        153.798        14.7918       0.811785        1.20623        39.4139       -1.89608       0.848298        1.15252     -0.0466085              0              0
S_YI6_DH9_DH10#1          DRIFT        154.815        13.2567       0.697725         1.2178         43.391       -2.01464       0.852212        1.10512     -0.0466085              0              0
       YI6_BV10          DRIFT        154.815        13.2567       0.697725         1.2178         43.391       -2.01464       0.852212        1.10512     -0.0466085              0              0
S_YI6_DH9_DH10#2          DRIFT        155.041        12.9467       0.672352        1.22055        44.3085       -2.04102       0.853033        1.09458     -0.0466085              0              0
      YI6_SXD10           SEXT        155.791        12.0013       0.588246        1.23013        47.4356        -2.1285       0.855637        1.05962     -0.0466095              0              0
S_YI6_DH9_DH10#3          DRIFT        155.923         11.849       0.573548        1.23188        47.9955       -2.14378       0.856074        1.05351     -0.0466095              0              0
       YI6_QD10           QUAD        157.033        11.8433      -0.568223        1.24706        47.9963        2.14308       0.859695        1.05342      0.0464367              0              0
       DRIFT_21          DRIFT        157.578        12.4961      -0.629126         1.2542        45.6939        2.07955       0.861548        1.07874      0.0464367              0              0
       YI6_TV10         KICKER        157.578        12.4961      -0.629126         1.2542        45.6939        2.07955       0.861548        1.07874      0.0464367              0              0
       DRIFT_35          DRIFT        159.154        14.7569      -0.805184        1.27271        39.4279        1.89588        0.86746        1.15193      0.0464367              0              0
    YI6_DH10_E1           MULT        159.154        14.7569      -0.805184        1.27271        39.4279        1.89588        0.86746        1.15193      0.0464367              0              0
       YI6_DH10          SBEND        168.595        39.8723       -1.85382        1.33632        14.0166       0.795801        0.93323        1.77306      0.0851309              0              0
    YI6_DH10_E2           MULT        168.595        39.8723       -1.85383        1.33632        14.0166       0.795804        0.93323        1.77306      0.0851313              0              0
       DRIFT_36          DRIFT        169.609        43.7469       -1.96668        1.34018        12.5223       0.677628       0.945425        1.85939      0.0851313              0              0
       YI6_BH11          DRIFT        169.609        43.7469       -1.96668        1.34018        12.5223       0.677628       0.945425        1.85939      0.0851313              0              0
       DRIFT_19          DRIFT        169.835        44.6425       -1.99185          1.341        12.2217       0.651267       0.948336        1.87865      0.0851313              0              0
      YI6_SXF11           SEXT        170.585        47.6929       -2.07537        1.34359        11.3103       0.563887       0.958495         1.9425      0.0851338              0              0
       DRIFT_20          DRIFT        170.716        48.2387       -2.08995        1.34402        11.1646       0.548616       0.960351        1.95366      0.0851338              0              0
       YI6_QF11           QUAD        171.826        48.2361        2.09227        1.34763        11.1218      -0.508832       0.976488        1.95364     -0.0851665              0              0
       DRIFT_21          DRIFT        172.371        45.9876        2.03149        1.34947        11.7103      -0.570551       0.984095         1.9072     -0.0851665              0              0
       YI6_TH11         KICKER        172.371        45.9876        2.03149        1.34947        11.7103      -0.570551       0.984095         1.9072     -0.0851665              0              0
       DRIFT_37          DRIFT        173.948        39.8606        1.85577        1.35533        13.7901      -0.748965        1.00389        1.77296     -0.0851665              0              0
    YI6_DH11_E1           MULT        173.948        39.8606        1.85576        1.35533        13.7901      -0.748964        1.00389        1.77296     -0.0851665              0              0
       YI6_DH11          SBEND        183.388        14.7275       0.805104        1.41901          38.02       -1.81758        1.07152         1.1515     -0.0464722              0              0
    YI6_DH11_E2           MULT        183.388        14.7275       0.805102        1.41901          38.02       -1.81758        1.07152         1.1515     -0.0464721              0              0
       DRIFT_36          DRIFT        184.402        13.2096       0.691605        1.43059         41.823       -1.93237        1.07557        1.10437     -0.0464721              0              0
       YI6_BV12          DRIFT        184.402        13.2096       0.691605        1.43059         41.823       -1.93237        1.07557        1.10437     -0.0464721              0              0
       DRIFT_19          DRIFT        184.629        12.9024       0.666288        1.43335        42.7032       -1.95798        1.07642        1.09386     -0.0464721              0              0
      YI6_SXD12           SEXT        185.379        11.9659       0.582371        1.44297        45.7038       -2.04294        1.07913        1.05901     -0.0464736              0              0
       DRIFT_20          DRIFT         185.51        11.8152       0.567704        1.44472        46.2412       -2.05778        1.07958        1.05292     -0.0464736              0              0
       YI6_QD12           QUAD         186.62        11.8196       -0.57176        1.45994        46.2272        2.07003        1.08334        1.05294      0.0465254              0              0
       DRIFT_21          DRIFT        187.165        12.4765      -0.632972        1.46709        44.0038        2.00769        1.08526        1.07831      0.0465254              0              0
       YI6_TV12         KICKER        187.165        12.4765      -0.632972        1.46709        44.0038        2.00769        1.08526        1.07831      0.0465254              0              0
       DRIFT_38          DRIFT        188.741        14.7507       -0.80992        1.48562        37.9588        1.82749         1.0914        1.15164      0.0465254              0              0
    YI6_DH12_E1           MULT        188.741        14.7507       -0.80992        1.48562        37.9588        1.82749         1.0914        1.15164      0.0465254              0              0
       YI6_DH12          SBEND        198.182        40.0059       -1.86388        1.54913        13.6429       0.748168        1.15948         1.7736      0.0852196              0              0
    YI6_DH12_E2           MULT        198.182        40.0059       -1.86388        1.54913        13.6429        0.74817        1.15948         1.7736      0.0852197              0              0
       DRIFT_36          DRIFT        199.196        43.9014        -1.9773        1.55298         12.243       0.632223        1.17199        1.86003      0.0852197              0              0
       YI6_BH13          DRIFT        199.196        43.9014        -1.9773        1.55298         12.243       0.632223        1.17199        1.86003      0.0852197              0              0
       DRIFT_19          DRIFT        199.422        44.8018        -2.0026        1.55379        11.9627       0.606359        1.17496        1.87931      0.0852197              0              0
      YI6_SXF13           SEXT        200.172        47.8686        -2.0865        1.55637        11.1175        0.52062        1.18532        1.94322      0.0852208              0              0
       DRIFT_20          DRIFT        200.303        48.4174       -2.10116         1.5568         10.983       0.505637        1.18721        1.95439      0.0852208              0              0
       YI6_QF13           QUAD        201.413        48.4221        2.09705         1.5604        11.0211      -0.541007        1.20355        1.95443      -0.085146              0              0
       DRIFT_21          DRIFT        201.958        46.1684        2.03627        1.56223        11.6459      -0.604961        1.21121        1.90801      -0.085146              0              0
       YI6_TH13         KICKER        201.958        46.1684        2.03627        1.56223        11.6459      -0.604961        1.21121        1.90801      -0.085146              0              0
       DRIFT_39          DRIFT        203.535        40.0263        1.86057        1.56807        13.8444      -0.789836        1.23102         1.7738      -0.085146              0              0
    YI6_DH13_E1           MULT        203.535        40.0263        1.86057        1.56807        13.8444      -0.789836        1.23102         1.7738      -0.085146              0              0
       YI6_DH13          SBEND        212.975        14.8009       0.810067        1.63145        39.2113       -1.89715        1.29742        1.15253     -0.0464519              0              0
    YI6_DH13_E2           MULT        212.975        14.8009       0.810067        1.63145        39.2113       -1.89715        1.29742        1.15253     -0.0464519              0              0
       DRIFT_36          DRIFT        213.989         13.273       0.696584        1.64297          43.18       -2.01611        1.30134        1.10542     -0.0464519              0              0
       YI6_BV14          DRIFT        213.989         13.273       0.696584        1.64297          43.18       -2.01611        1.30134        1.10542     -0.0464519              0              0
       DRIFT_19          DRIFT        214.216        12.9635       0.671269        1.64572        44.0982       -2.04264        1.30217        1.09491     -0.0464519              0              0
      YI6_SXD14           SEXT        214.966        12.0195       0.587342        1.65528        47.2281        -2.1306        1.30478        1.06008     -0.0464516              0              0
       DRIFT_20          DRIFT        215.097        11.8675       0.572678        1.65703        47.7886       -2.14597        1.30522        1.05399     -0.0464516              0              0
       YI6_QD14           QUAD        216.207        11.8654      -0.570723        1.67219        47.8145        2.12334        1.30886        1.05409      0.0466456              0              0
       DRIFT_21          DRIFT        216.752         12.521      -0.631644        1.67931        45.5333        2.06053        1.31072        1.07953      0.0466456              0              0
       YI6_TV14         KICKER        216.752         12.521      -0.631644        1.67931        45.5333        2.06053        1.31072        1.07953      0.0466456              0              0
       DRIFT_40          DRIFT        218.328        14.7898      -0.807752        1.69779        39.3239        1.87894        1.31665        1.15305      0.0466456              0              0
    YI6_DH14_E1           MULT        218.328        14.7898      -0.807751        1.69779        39.3239        1.87894        1.31665        1.15305      0.0466456              0              0
       YI6_DH14          SBEND        227.769        39.9564       -1.85667        1.76125        14.1151       0.791305        1.38227        1.77614      0.0853394              0              0
    YI6_DH14_E2           MULT        227.769        39.9564       -1.85667        1.76125        14.1151       0.791303        1.38227        1.77614      0.0853391              0              0
       DRIFT_36          DRIFT        228.783        43.8368       -1.96955         1.7651        12.6286       0.674464        1.39437        1.86268      0.0853391              0              0
       YI6_BH15          DRIFT        228.783        43.8368       -1.96955         1.7651        12.6286       0.674464        1.39437        1.86268      0.0853391              0              0
       DRIFT_19          DRIFT        229.009        44.7336       -1.99472        1.76592        12.3293       0.648401        1.39725        1.88199      0.0853391              0              0
      YI6_SXF15           SEXT        229.759        47.7883       -2.07815         1.7685        11.4215       0.561983        1.40732        1.94599      0.0853371              0              0
       DRIFT_20          DRIFT         229.89        48.3349       -2.09274        1.76893        11.2762       0.546886        1.40916        1.95718      0.0853371              0              0
       YI6_QF15           QUAD            231        48.3291        2.09778        1.77253        11.2469      -0.519626        1.42512        1.95721     -0.0852723              0              0
       DRIFT_21          DRIFT        231.545        46.0747        2.03685        1.77437        11.8471      -0.581196        1.43264        1.91072     -0.0852723              0              0
       YI6_TH15         KICKER        231.545        46.0747        2.03685        1.77437        11.8471      -0.581196        1.43264        1.91072     -0.0852723              0              0
       DRIFT_41          DRIFT        233.122        39.9314        1.86071        1.78022        13.9598      -0.759182         1.4522        1.77631     -0.0852723              0              0
    YI6_DH15_E1           MULT        233.122        39.9314        1.86071        1.78022        13.9598      -0.759182         1.4522        1.77631     -0.0852723              0              0
       YI6_DH15          SBEND        242.562        14.7283       0.807571        1.84384        38.3584       -1.82523        1.51908        1.15386     -0.0465785              0              0
    YI6_DH15_E2           MULT        242.562        14.7283       0.807573        1.84384        38.3584       -1.82524        1.51908        1.15386     -0.0465787              0              0
       DRIFT_36          DRIFT        243.576        13.2057       0.693808        1.85542        42.1767       -1.93976        1.52309        1.10662     -0.0465787              0              0
       YI6_BV16          DRIFT        243.576        13.2057       0.693808        1.85542        42.1767       -1.93976        1.52309        1.10662     -0.0465787              0              0
       DRIFT_19          DRIFT        243.803        12.8975        0.66843        1.85818        43.0601       -1.96531        1.52394        1.09608     -0.0465787              0              0
      YI6_SXD16           SEXT        244.553         11.958       0.584279         1.8678        46.0715       -2.04993        1.52662        1.06115      -0.046577              0              0
       DRIFT_20          DRIFT        244.684        11.8068       0.569578        1.86956        46.6108       -2.06472        1.52707        1.05504      -0.046577              0              0
       YI6_QD16           QUAD        245.794        11.8061      -0.569007        1.88479        46.5754        2.09549         1.5308        1.05506      0.0466096              0              0
       DRIFT_21          DRIFT        246.339          12.46      -0.630143        1.89195        44.3247        2.03238        1.53271        1.08048      0.0466096              0              0
       YI6_TV16         KICKER        246.339          12.46      -0.630143        1.89195        44.3247        2.03238        1.53271        1.08048      0.0466096              0              0
       DRIFT_42          DRIFT        247.915         14.725      -0.806874        1.91051        38.2055        1.84993        1.53881        1.15394      0.0466096              0              0
    YI6_DH16_E1           MULT        247.915         14.725      -0.806874        1.91051        38.2055        1.84993        1.53881        1.15394      0.0466096              0              0
       YI6_DH16          SBEND        257.356        39.9104       -1.85954        1.97416        13.5926       0.757185        1.60679        1.77669      0.0853033              0              0
    YI6_DH16_E2           MULT        257.356        39.9104       -1.85953        1.97416        13.5926       0.757182        1.60679        1.77669       0.085303              0              0
       DRIFT_36          DRIFT         258.37         43.797       -1.97281        1.97802        12.1758       0.639795        1.61935         1.8632       0.085303              0              0
       YI6_BH17          DRIFT         258.37         43.797       -1.97281        1.97802        12.1758       0.639795        1.61935         1.8632       0.085303              0              0
       DRIFT_19          DRIFT        258.596        44.6953       -1.99808        1.97883        11.8923       0.613609        1.62234         1.8825       0.085303              0              0
      YI6_SXF17           SEXT        259.346        47.7552        -2.0818        1.98142         11.037       0.526786        1.63277        1.94648       0.085301              0              0
       DRIFT_20          DRIFT        259.477        48.3028       -2.09644        1.98185        10.9009       0.511617        1.63467        1.95765       0.085301              0              0
       YI6_QF17           QUAD        260.587        48.3082        2.09175        1.98545        10.9185      -0.527955        1.65115        1.95763     -0.0853474              0              0
       DRIFT_21          DRIFT        261.133        46.0602        2.03108        1.98729         11.529      -0.591813        1.65889        1.91109     -0.0853474              0              0
       YI6_TH17         KICKER        261.133        46.0602        2.03108        1.98729         11.529      -0.591813        1.65889        1.91109     -0.0853474              0              0
       DRIFT_43          DRIFT        262.709        39.9339        1.85569        1.99314        13.6856      -0.776411        1.67891        1.77657     -0.0853474              0              0
    YI6_DH17_E1           MULT        262.709        39.9339        1.85569        1.99314        13.6856      -0.776411        1.67891        1.77657     -0.0853474              0              0
       YI6_DH17          SBEND        272.149        14.7833       0.807038        2.05663        38.7834       -1.88207        1.74611        1.15341     -0.0466536              0              0
    YI6_DH17_E2           MULT        272.149        14.7833       0.807039        2.05663        38.7834       -1.88207        1.74611        1.15341     -0.0466536              0              0
       DRIFT_36          DRIFT        273.164        13.2612       0.693756        2.06817        42.7213       -2.00085        1.75008        1.10609     -0.0466536              0              0
       YI6_BV18          DRIFT        273.164        13.2612       0.693756        2.06817        42.7213       -2.00085        1.75008        1.10609     -0.0466536              0              0
       DRIFT_19          DRIFT         273.39         12.953       0.668486        2.07092        43.6326       -2.02734        1.75091        1.09554     -0.0466536              0              0
      YI6_SXD18           SEXT         274.14        12.0131       0.584704        2.08049        46.7395       -2.11516        1.75355        1.06055     -0.0466531              0              0
       DRIFT_20          DRIFT        274.271        11.8618       0.570066        2.08224        47.2959       -2.13051          1.754        1.05444     -0.0466531              0              0
       YI6_QD18           QUAD        275.381        11.8651      -0.573091         2.0974        47.3367        2.09499        1.75767        1.05434      0.0464746              0              0
       DRIFT_21          DRIFT        275.926        12.5233      -0.634139        2.10452        45.0859        2.03292        1.75955        1.07968      0.0464746              0              0
       YI6_TV18         KICKER        275.926        12.5233      -0.634139        2.10452        45.0859        2.03292        1.75955        1.07968      0.0464746              0              0
       DRIFT_44          DRIFT        277.502        14.8005      -0.810611        2.12299        38.9602        1.85348        1.76553        1.15293      0.0464746              0              0
    YI6_DH18_E1           MULT        277.502        14.8005      -0.810611        2.12299        38.9602        1.85348        1.76553        1.15293      0.0464746              0              0
       YI6_DH18          SBEND        286.943        40.0417       -1.86171        2.18636        14.1105       0.778718        1.83149        1.77441      0.0851686              0              0
    YI6_DH18_E2           MULT        286.943        40.0417       -1.86171        2.18636        14.1105       0.778719        1.83149        1.77441      0.0851688              0              0
       DRIFT_36          DRIFT        287.957        43.9326       -1.97482        2.19021        12.6481       0.663263        1.84358        1.86079      0.0851688              0              0
       YI6_BH19          DRIFT        287.957        43.9326       -1.97482        2.19021        12.6481       0.663263        1.84358        1.86079      0.0851688              0              0
       DRIFT_19          DRIFT        288.183        44.8318       -2.00006        2.19102        12.3539       0.637508        1.84646        1.88006      0.0851688              0              0
      YI6_SXF19           SEXT        288.933        47.8946       -2.08373        2.19359        11.4616       0.552131         1.8565        1.94393      0.0851699              0              0
       DRIFT_20          DRIFT        289.064        48.4427       -2.09835        2.19403        11.3189       0.537212        1.85833        1.95509      0.0851699              0              0
       YI6_QF19           QUAD        290.174        48.4389         2.1017        2.19762        11.3149       -0.53354        1.87422        1.95505     -0.0852545              0              0
       DRIFT_21          DRIFT         290.72        46.1802        2.04072        2.19945        11.9305      -0.595446        1.88169        1.90856     -0.0852545              0              0
       YI6_TH19         KICKER         290.72        46.1802        2.04072        2.19945        11.9305      -0.595446        1.88169        1.90856     -0.0852545              0              0
       DRIFT_45          DRIFT        292.296        40.0249        1.86445        2.20529        14.0896      -0.774402        1.90109        1.77419     -0.0852545              0              0
    YI6_DH19_E1           MULT        292.296        40.0249        1.86445        2.20529        14.0896      -0.774401        1.90109        1.77419     -0.0852544              0              0
       YI6_DH19          SBEND        301.736         14.759       0.810493        2.26876        38.8305       -1.84627        1.96721         1.1519     -0.0465603              0              0
    YI6_DH19_E2           MULT        301.736         14.759       0.810492        2.26876        38.8305       -1.84626        1.96721         1.1519     -0.0465602              0              0
       DRIFT_36          DRIFT        302.751        13.2305       0.696639        2.28032        42.6921       -1.96141        1.97118        1.10468     -0.0465602              0              0
       YI6_BV20          DRIFT        302.751        13.2305       0.696639        2.28032        42.6921       -1.96141        1.97118        1.10468     -0.0465602              0              0
       DRIFT_19          DRIFT        302.977         12.921       0.671241        2.28308        43.5853       -1.98709        1.97201        1.09415     -0.0465602              0              0
      YI6_SXD20           SEXT        303.727        11.9773       0.587059        2.29268        46.6299       -2.07231        1.97466        1.05922     -0.0465617              0              0
       DRIFT_20          DRIFT        303.858        11.8254       0.572347        2.29443         47.175       -2.08719         1.9751        1.05312     -0.0465617              0              0
       YI6_QD20           QUAD        304.968        11.8202      -0.567549        2.30964        47.1331        2.12367        1.97879        1.05306      0.0464518              0              0
       DRIFT_21          DRIFT        305.513        12.4724      -0.628536        2.31679         44.852        2.05993        1.98068        1.07839      0.0464518              0              0
       YI6_TV20         KICKER        305.513        12.4724      -0.628536        2.31679         44.852        2.05993        1.98068        1.07839      0.0464518              0              0
       DRIFT_46          DRIFT        307.089        14.7316      -0.804836        2.33534        38.6488        1.87567         1.9867        1.15161      0.0464518              0              0
    YI6_DH20_E1           MULT        307.089        14.7316      -0.804836        2.33534        38.6488        1.87567         1.9867        1.15161      0.0464518              0              0
       YI6_DH20          SBEND         316.53        39.8542       -1.85493        2.39902        13.6527       0.772033        2.05411        1.77287       0.085146              0              0
    YI6_DH20_E2           MULT         316.53        39.8542       -1.85493        2.39902        13.6527       0.772036        2.05411        1.77287      0.0851464              0              0
       DRIFT_36          DRIFT        317.544        43.7312       -1.96794        2.40289         12.207       0.653478        2.06663        1.85923      0.0851464              0              0
       YI7_BH21          DRIFT        317.544        43.7312       -1.96794        2.40289         12.207       0.653478        2.06663        1.85923      0.0851464              0              0
       DRIFT_19          DRIFT         317.77        44.6273       -1.99314         2.4037        11.9173       0.627031        2.06961        1.87849      0.0851464              0              0
      YI7_SXF21           SEXT         318.52        47.6798       -2.07678        2.40629        11.0425       0.539369        2.08002        1.94235      0.0851489              0              0
       DRIFT_20          DRIFT        318.651         48.226       -2.09138        2.40672        10.9032       0.524049        2.08192        1.95351      0.0851489              0              0
       YI7_QF21           QUAD        319.761        48.2277        2.08992        2.41033        10.8931      -0.514639        2.09843        1.95351     -0.0851395              0              0
       DRIFT_21          DRIFT        320.307        45.9817        2.02923        2.41217        11.4888       -0.57795        2.10619        1.90709     -0.0851395              0              0
       YI7_TH21         KICKER        320.307        45.9817        2.02923        2.41217        11.4888       -0.57795        2.10619        1.90709     -0.0851395              0              0
       DRIFT_47          DRIFT        321.883        39.8613         1.8538        2.41803        13.5992       -0.76097        2.12631         1.7729     -0.0851395              0              0
    YI7_DH20_E1           MULT        321.883        39.8613         1.8538        2.41803        13.5992       -0.76097        2.12631         1.7729     -0.0851394              0              0
       YI7_DH20          SBEND        331.323        14.7488        0.80489        2.48167        38.3162       -1.85718        2.19417        1.15169     -0.0464452              0              0
    YI7_DH20_E2           MULT        331.323        14.7488       0.804889        2.48167        38.3162       -1.85717        2.19417        1.15169     -0.0464451              0              0
       DRIFT_36          DRIFT        332.338        13.2312        0.69158        2.49323        42.2026       -1.97493        2.19818        1.10459     -0.0464451              0              0
       YI7_BV20          DRIFT        332.338        13.2312        0.69158        2.49323        42.2026       -1.97493        2.19818        1.10459     -0.0464451              0              0
       DRIFT_19          DRIFT        332.564         12.924       0.666304        2.49599        43.1021        -2.0012        2.19903        1.09408     -0.0464451              0              0
      YI7_SXD20           SEXT        333.314        11.9874       0.582521        2.50558        46.1692       -2.08834         2.2017        1.05925     -0.0464463              0              0
