           NAME           TYPE              S           X            PX              Y             PY              Z             Pt    
    O_CRAB_IP6R          DRIFT        55.1994   -4.73326e-08   -3.90195e-11    2.44241e-10   -7.96139e-13   -0.000624971              0
            OFL          DRIFT        55.6994   -4.73521e-08   -3.90195e-11    2.43843e-10   -7.96139e-13   -0.000624971              0
           Q4PR           MULT        57.1994   -4.60308e-08    1.79218e-09     2.4981e-10    8.79017e-12   -0.000624971              0
           O2PR          DRIFT        73.8687   -1.61565e-08    1.79218e-09    3.96335e-10    8.79017e-12   -0.000624971              0
           B1PR      SBENDMULT        77.5687   -9.52571e-09    1.79218e-09    4.28802e-10    8.75794e-12   -0.000624971              0
           O2FL          DRIFT        78.5687   -7.73353e-09    1.79218e-09     4.3756e-10    8.75794e-12   -0.000624971              0
           Q5PR           MULT        80.0687   -5.52244e-09    1.18975e-09    4.20573e-10   -3.11472e-11   -0.000624971              0
            OFL          DRIFT        80.5687   -4.92756e-09    1.18975e-09    4.04999e-10   -3.11472e-11   -0.000624971              0
           O3PR          DRIFT        87.3437    3.13295e-09    1.18975e-09    1.93977e-10   -3.11472e-11   -0.000624971              0
    S_CQT06Y4#1          DRIFT        87.7681    3.63794e-09    1.18975e-09    1.80757e-10   -3.11472e-11   -0.000624971              0
         TQ4_PR           MULT        88.5181    4.47248e-09    1.03021e-09    1.59948e-10   -2.44779e-11   -0.000624971              0
    S_CQT06Y4#2          DRIFT        88.6482    4.60648e-09    1.03021e-09    1.56764e-10   -2.44779e-11   -0.000624971              0
         QD4_PR           MULT        90.4602    5.66121e-09    1.02915e-10    1.35657e-10    5.65097e-13   -0.000624971              0
    S_CQT06Y4#3          DRIFT        91.7639    5.79538e-09    1.02915e-10    1.36394e-10    5.65097e-13   -0.000624971              0
 O_ROTATOR_IP6R          DRIFT        103.888    7.04308e-09    1.02915e-10    1.43245e-10    5.65097e-13   -0.000624971              0
    S_CRT06Y5#1          DRIFT        104.311    7.08666e-09    1.02915e-10    1.43484e-10    5.65097e-13   -0.000624971              0
         TQ5_PR           QUAD        105.061    7.16385e-09    1.02915e-10    1.43908e-10    5.65097e-13   -0.000624971              0
    S_CRT06Y5#2          DRIFT        105.192    7.17734e-09    1.02915e-10    1.43982e-10    5.65097e-13   -0.000624971              0
         QF5_PR           QUAD        106.302    7.64687e-09    7.49961e-10    1.37624e-10   -1.19282e-11   -0.000624971              0
    S_CRT06Y5#3          DRIFT        107.607    8.62531e-09    7.49961e-10    1.22062e-10   -1.19282e-11   -0.000624971              0
            OFL          DRIFT        108.107    9.00029e-09    7.49961e-10    1.16098e-10   -1.19282e-11   -0.000624971              0
           B2PR          SBEND        111.807    1.17751e-08    7.49961e-10    7.19624e-11   -1.19285e-11   -0.000624971              0
            OFL          DRIFT        112.307    1.21501e-08    7.49961e-10    6.59981e-11   -1.19285e-11   -0.000624971              0
    S_CRT06Y6#1          DRIFT         112.73    1.24677e-08    7.49961e-10    6.09466e-11   -1.19285e-11   -0.000624971              0
         TQ6_PR           QUAD         113.48    1.29372e-08    5.00396e-10    5.24273e-11   -1.08175e-11   -0.000624971              0
    S_CRT06Y6#2          DRIFT        113.611    1.30027e-08    5.00396e-10    5.10096e-11   -1.08175e-11   -0.000624971              0
         QD6_PR           QUAD        114.721    1.29131e-08   -6.60505e-10      4.134e-11   -6.74819e-12   -0.000624971              0
    S_CRT06Y6#3          DRIFT        116.026    1.20514e-08   -6.60505e-10    3.25359e-11   -6.74819e-12   -0.000624971              0
         OD5IFL          DRIFT        117.811    1.08721e-08   -6.60505e-10    2.04873e-11   -6.74819e-12   -0.000624971              0
         DH5_PR          SBEND        124.727    6.30024e-09   -6.61514e-10   -2.61831e-11   -6.74819e-12   -0.000624972              0
         OD5IFL          DRIFT        126.513    5.11914e-09   -6.61514e-10   -3.82317e-11   -6.74819e-12   -0.000624972              0
     S_CQ06Y7#1          DRIFT        127.817    4.25609e-09   -6.61514e-10   -4.70358e-11   -6.74819e-12   -0.000624972              0
         QF7_PR           QUAD        128.747     3.7651e-09   -4.00022e-10   -5.18207e-11   -3.49255e-12   -0.000624972              0
     S_CQ06Y7#2          DRIFT        129.241    3.56764e-09   -4.00022e-10   -5.35447e-11   -3.49255e-12   -0.000624972              0
          ODSFL          DRIFT        129.758    3.36072e-09   -4.00022e-10   -5.53513e-11   -3.49255e-12   -0.000624972              0
         DH6_PR          SBEND        132.708    2.18066e-09   -4.00161e-10   -6.56524e-11   -3.49255e-12   -0.000624972              0
          ODSFL          DRIFT        133.225    1.97366e-09   -4.00161e-10    -6.7459e-11   -3.49255e-12   -0.000624972              0
     S_CQ06Y8#1          DRIFT        133.718    1.77619e-09   -4.00161e-10   -6.91825e-11   -3.49255e-12   -0.000624972              0
         QD8_PR           QUAD        134.828     1.3684e-09   -3.37305e-10   -7.14956e-11   -6.59641e-13   -0.000624972              0
     S_CQ06Y8#2          DRIFT        136.133    9.28379e-10   -3.37305e-10   -7.23561e-11   -6.59641e-13   -0.000624972              0
          ODSFL          DRIFT         136.65    7.53898e-10   -3.37305e-10   -7.26973e-11   -6.59641e-13   -0.000624972              0
        YI6_DH9          SBEND          139.6   -2.40988e-10   -3.37317e-10   -7.46429e-11   -6.59641e-13   -0.000624972              0
          ODSFL          DRIFT        140.117   -4.15476e-10   -3.37317e-10   -7.49841e-11   -6.59641e-13   -0.000624972              0
    S_CQB06Y9#1          DRIFT        141.421   -8.55518e-10   -3.37317e-10   -7.58446e-11   -6.59641e-13   -0.000624972              0
         QF9_PR           QUAD        142.531    -1.1719e-09   -2.27044e-10   -8.11702e-11   -9.03142e-12   -0.000624972              0
    S_CQB06Y9#2          DRIFT        143.836   -1.46811e-09   -2.27044e-10   -9.29532e-11   -9.03142e-12   -0.000624972              0
           ODFL          DRIFT        144.358   -1.58654e-09   -2.27044e-10   -9.76639e-11   -9.03142e-12   -0.000624972              0
        YI6_DH8          SBEND        153.798   -3.72825e-09   -2.26617e-10   -1.82926e-10   -9.03142e-12   -0.000624972              0
S_YI6_DH9_DH10#1          DRIFT        154.815   -3.95871e-09   -2.26617e-10   -1.92111e-10   -9.03142e-12   -0.000624972              0
       YI6_BV10          DRIFT        154.815   -3.95871e-09   -2.26617e-10   -1.92111e-10   -9.03142e-12   -0.000624972              0
S_YI6_DH9_DH10#2          DRIFT        155.041   -4.00998e-09   -2.26617e-10   -1.94154e-10   -9.03142e-12   -0.000624972              0
      YI6_SXD10           SEXT        155.791   -4.17994e-09   -2.26617e-10   -2.00928e-10   -9.03142e-12   -0.000624972              0
S_YI6_DH9_DH10#3          DRIFT        155.923   -4.20964e-09   -2.26617e-10   -2.02111e-10   -9.03142e-12   -0.000624972              0
       YI6_QD10           QUAD        157.033   -4.67512e-09   -6.18987e-10   -2.02065e-10    9.11439e-12   -0.000624972              0
       DRIFT_21          DRIFT        157.578   -5.01262e-09   -6.18987e-10   -1.97095e-10    9.11439e-12   -0.000624972              0
       YI6_TV10         KICKER        157.578   -5.01262e-09   -6.18987e-10   -1.97095e-10    9.11439e-12   -0.000624972              0
       DRIFT_35          DRIFT        159.154   -5.98826e-09   -6.18987e-10   -1.82729e-10    9.11439e-12   -0.000624972              0
    YI6_DH10_E1           MULT        159.154   -5.98826e-09   -6.18987e-10   -1.82729e-10    9.11439e-12   -0.000624972              0
       YI6_DH10          SBEND        168.595   -1.18259e-08   -6.17557e-10   -9.66836e-11    9.11439e-12   -0.000624971              0
    YI6_DH10_E2           MULT        168.595   -1.18259e-08   -6.17557e-10   -9.66836e-11    9.11439e-12   -0.000624971              0
       DRIFT_36          DRIFT        169.609   -1.24522e-08   -6.17557e-10   -8.74401e-11    9.11439e-12   -0.000624971              0
       YI6_BH11          DRIFT        169.609   -1.24522e-08   -6.17557e-10   -8.74401e-11    9.11439e-12   -0.000624971              0
       DRIFT_19          DRIFT        169.835   -1.25919e-08   -6.17557e-10   -8.53782e-11    9.11439e-12   -0.000624971              0
      YI6_SXF11           SEXT        170.585   -1.30551e-08   -6.17557e-10   -7.85424e-11    9.11439e-12   -0.000624971              0
       DRIFT_20          DRIFT        170.716    -1.3136e-08   -6.17557e-10    -7.7348e-11    9.11439e-12   -0.000624971              0
       YI6_QF11           QUAD        171.826   -1.31852e-08    5.29636e-10   -7.08102e-11    2.75949e-12   -0.000624971              0
       DRIFT_21          DRIFT        172.371   -1.28964e-08    5.29636e-10   -6.93056e-11    2.75949e-12   -0.000624971              0
       YI6_TH11         KICKER        172.371   -1.28964e-08    5.29632e-10   -6.93056e-11    2.75949e-12   -0.000624971              0
       DRIFT_37          DRIFT        173.948   -1.20616e-08    5.29632e-10   -6.49561e-11    2.75949e-12   -0.000624971              0
    YI6_DH11_E1           MULT        173.948   -1.20616e-08    5.29632e-10   -6.49561e-11    2.75949e-12   -0.000624971              0
       YI6_DH11          SBEND        183.388   -7.05367e-09    5.31167e-10   -3.89047e-11    2.75949e-12   -0.000624971              0
    YI6_DH11_E2           MULT        183.388   -7.05367e-09    5.31167e-10   -3.89047e-11    2.75949e-12   -0.000624971              0
       DRIFT_36          DRIFT        184.402   -6.51498e-09    5.31167e-10   -3.61062e-11    2.75949e-12   -0.000624971              0
       YI6_BV12          DRIFT        184.402   -6.51498e-09    5.31167e-10   -3.61062e-11    2.75949e-12   -0.000624971              0
       DRIFT_19          DRIFT        184.629   -6.39482e-09    5.31167e-10   -3.54819e-11    2.75949e-12   -0.000624971              0
      YI6_SXD12           SEXT        185.379   -5.99644e-09    5.31167e-10   -3.34123e-11    2.75949e-12   -0.000624971              0
       DRIFT_20          DRIFT         185.51   -5.92683e-09    5.31167e-10   -3.30507e-11    2.75949e-12   -0.000624971              0
       YI6_QD12           QUAD         186.62   -5.62282e-09    2.11087e-11   -2.84178e-11    5.51916e-12   -0.000624971              0
       DRIFT_21          DRIFT        187.165   -5.61131e-09    2.11087e-11   -2.54085e-11    5.51916e-12   -0.000624971              0
       YI6_TV12         KICKER        187.165   -5.61131e-09    2.11087e-11   -2.54085e-11    5.51916e-12   -0.000624971              0
       DRIFT_38          DRIFT        188.741   -5.57804e-09    2.11087e-11   -1.67092e-11    5.51916e-12   -0.000624971              0
    YI6_DH12_E1           MULT        188.741   -5.57804e-09    2.11087e-11   -1.67092e-11    5.51916e-12   -0.000624971              0
       YI6_DH12          SBEND        198.182   -5.37457e-09    2.19877e-11    3.53953e-11    5.51916e-12   -0.000624971              0
    YI6_DH12_E2           MULT        198.182   -5.37457e-09    2.19877e-11    3.53953e-11    5.51916e-12   -0.000624971              0
       DRIFT_36          DRIFT        199.196   -5.35227e-09    2.19877e-11    4.09926e-11    5.51916e-12   -0.000624971              0
       YI6_BH13          DRIFT        199.196   -5.35227e-09    2.19877e-11    4.09926e-11    5.51916e-12   -0.000624971              0
       DRIFT_19          DRIFT        199.422    -5.3473e-09    2.19877e-11    4.22412e-11    5.51916e-12   -0.000624971              0
      YI6_SXF13           SEXT        200.172   -5.33081e-09    2.19877e-11    4.63805e-11    5.51916e-12   -0.000624971              0
       DRIFT_20          DRIFT        200.303   -5.32793e-09    2.19877e-11    4.71038e-11    5.51916e-12   -0.000624971              0
       YI6_QF13           QUAD        201.413   -5.05026e-09    4.74314e-10    5.56073e-11    9.92471e-12   -0.000624971              0
       DRIFT_21          DRIFT        201.958   -4.79164e-09    4.74314e-10    6.10187e-11    9.92471e-12   -0.000624971              0
       YI6_TH13         KICKER        201.958   -4.79164e-09    4.74317e-10    6.10187e-11    9.92471e-12   -0.000624971              0
       DRIFT_39          DRIFT        203.535   -4.04402e-09    4.74317e-10    7.66619e-11    9.92471e-12   -0.000624971              0
    YI6_DH13_E1           MULT        203.535   -4.04402e-09    4.74317e-10    7.66619e-11    9.92471e-12   -0.000624971              0
       YI6_DH13          SBEND        212.975     4.3579e-10    4.74607e-10    1.70358e-10    9.92471e-12   -0.000624971              0
    YI6_DH13_E2           MULT        212.975     4.3579e-10    4.74607e-10    1.70358e-10    9.92471e-12   -0.000624971              0
       DRIFT_36          DRIFT        213.989    9.17117e-10    4.74607e-10    1.80423e-10    9.92471e-12   -0.000624971              0
       YI6_BV14          DRIFT        213.989    9.17117e-10    4.74607e-10    1.80423e-10    9.92471e-12   -0.000624971              0
       DRIFT_19          DRIFT        214.216    1.02449e-09    4.74607e-10    1.82668e-10    9.92471e-12   -0.000624971              0
      YI6_SXD14           SEXT        214.966    1.38044e-09    4.74607e-10    1.90112e-10    9.92471e-12   -0.000624971              0
       DRIFT_20          DRIFT        215.097    1.44264e-09    4.74607e-10    1.91412e-10    9.92471e-12   -0.000624971              0
       YI6_QD14           QUAD        216.207    2.05006e-09    6.28852e-10    1.92866e-10   -7.32774e-12   -0.000624971              0
       DRIFT_21          DRIFT        216.752    2.39295e-09    6.28852e-10     1.8887e-10   -7.32774e-12   -0.000624971              0
       YI6_TV14         KICKER        216.752    2.39295e-09    6.28852e-10     1.8887e-10   -7.32774e-12   -0.000624971              0
       DRIFT_40          DRIFT        218.328    3.38413e-09    6.28852e-10     1.7732e-10   -7.32774e-12   -0.000624971              0
    YI6_DH14_E1           MULT        218.328    3.38413e-09    6.28852e-10     1.7732e-10   -7.32774e-12   -0.000624971              0
       YI6_DH14          SBEND        227.769    9.31686e-09    6.27833e-10    1.08142e-10   -7.32774e-12   -0.000624971              0
    YI6_DH14_E2           MULT        227.769    9.31686e-09    6.27833e-10    1.08142e-10   -7.32774e-12   -0.000624971              0
       DRIFT_36          DRIFT        228.783    9.95359e-09    6.27833e-10     1.0071e-10   -7.32774e-12   -0.000624971              0
       YI6_BH15          DRIFT        228.783    9.95359e-09    6.27833e-10     1.0071e-10   -7.32774e-12   -0.000624971              0
       DRIFT_19          DRIFT        229.009    1.00956e-08    6.27833e-10    9.90524e-11   -7.32774e-12   -0.000624971              0
      YI6_SXF15           SEXT        229.759    1.05665e-08    6.27833e-10    9.35566e-11   -7.32774e-12   -0.000624971              0
       DRIFT_20          DRIFT         229.89    1.06488e-08    6.27833e-10    9.25963e-11   -7.32774e-12   -0.000624971              0
       YI6_QF15           QUAD            231    1.08276e-08   -3.08201e-10    8.88112e-11     4.5331e-13   -0.000624971              0
       DRIFT_21          DRIFT        231.545    1.06596e-08   -3.08201e-10    8.90584e-11     4.5331e-13   -0.000624971              0
       YI6_TH15         KICKER        231.545    1.06596e-08   -3.08201e-10    8.90584e-11     4.5331e-13   -0.000624971              0
       DRIFT_41          DRIFT        233.122    1.01738e-08   -3.08201e-10    8.97729e-11     4.5331e-13   -0.000624971              0
    YI6_DH15_E1           MULT        233.122    1.01738e-08   -3.08201e-10    8.97729e-11     4.5331e-13   -0.000624971              0
       YI6_DH15          SBEND        242.562    7.25717e-09     -3.096e-10    9.40524e-11     4.5331e-13   -0.000624971              0
    YI6_DH15_E2           MULT        242.562    7.25717e-09     -3.096e-10    9.40524e-11     4.5331e-13   -0.000624971              0
       DRIFT_36          DRIFT        243.576    6.94319e-09     -3.096e-10    9.45121e-11     4.5331e-13   -0.000624971              0
       YI6_BV16          DRIFT        243.576    6.94319e-09     -3.096e-10    9.45121e-11     4.5331e-13   -0.000624971              0
       DRIFT_19          DRIFT        243.803    6.87315e-09     -3.096e-10    9.46147e-11     4.5331e-13   -0.000624971              0
      YI6_SXD16           SEXT        244.553    6.64095e-09     -3.096e-10    9.49547e-11     4.5331e-13   -0.000624971              0
       DRIFT_20          DRIFT        244.684    6.60037e-09     -3.096e-10    9.50141e-11     4.5331e-13   -0.000624971              0
       YI6_QD16           QUAD        245.794    6.57993e-09    2.72471e-10    9.08517e-11   -7.89127e-12   -0.000624971              0
       DRIFT_21          DRIFT        246.339     6.7285e-09    2.72471e-10    8.65489e-11   -7.89127e-12   -0.000624971              0
       YI6_TV16         KICKER        246.339     6.7285e-09    2.72471e-10    8.65489e-11   -7.89127e-12   -0.000624971              0
       DRIFT_42          DRIFT        247.915    7.15796e-09    2.72471e-10    7.41108e-11   -7.89127e-12   -0.000624971              0
    YI6_DH16_E1           MULT        247.915    7.15796e-09    2.72471e-10    7.41108e-11   -7.89127e-12   -0.000624971              0
       YI6_DH16          SBEND        257.356     9.7242e-09    2.71116e-10   -3.87983e-13   -7.89127e-12   -0.000624971              0
    YI6_DH16_E2           MULT        257.356     9.7242e-09    2.71116e-10   -3.87983e-13   -7.89127e-12   -0.000624971              0
       DRIFT_36          DRIFT         258.37    9.99916e-09    2.71116e-10     -8.391e-12   -7.89127e-12   -0.000624971              0
       YI6_BH17          DRIFT         258.37    9.99916e-09    2.71116e-10     -8.391e-12   -7.89127e-12   -0.000624971              0
       DRIFT_19          DRIFT        258.596    1.00605e-08    2.71116e-10   -1.01762e-11   -7.89127e-12   -0.000624971              0
      YI6_SXF17           SEXT        259.346    1.02638e-08    2.71116e-10   -1.60947e-11   -7.89127e-12   -0.000624971              0
       DRIFT_20          DRIFT        259.477    1.02994e-08    2.71116e-10   -1.71288e-11   -7.89127e-12   -0.000624971              0
       YI6_QF17           QUAD        260.587    1.01052e-08   -6.18203e-10   -2.68576e-11   -9.77797e-12   -0.000624971              0
       DRIFT_21          DRIFT        261.133    9.76809e-09   -6.18203e-10    -3.2189e-11   -9.77797e-12   -0.000624971              0
       YI6_TH17         KICKER        261.133    9.76809e-09   -6.18203e-10    -3.2189e-11   -9.77797e-12   -0.000624971              0
       DRIFT_43          DRIFT        262.709    8.79369e-09   -6.18203e-10   -4.76009e-11   -9.77797e-12   -0.000624971              0
    YI6_DH17_E1           MULT        262.709    8.79369e-09   -6.18203e-10   -4.76009e-11   -9.77797e-12   -0.000624971              0
       YI6_DH17          SBEND        272.149    2.95228e-09   -6.19146e-10   -1.39911e-10   -9.77797e-12   -0.000624972              0
    YI6_DH17_E2           MULT        272.149    2.95228e-09   -6.19146e-10   -1.39911e-10   -9.77797e-12   -0.000624972              0
       DRIFT_36          DRIFT        273.164    2.32436e-09   -6.19146e-10   -1.49828e-10   -9.77797e-12   -0.000624972              0
       YI6_BV18          DRIFT        273.164    2.32436e-09   -6.19146e-10   -1.49828e-10   -9.77797e-12   -0.000624972              0
       DRIFT_19          DRIFT         273.39     2.1843e-09   -6.19146e-10    -1.5204e-10   -9.77797e-12   -0.000624972              0
      YI6_SXD18           SEXT         274.14    1.71994e-09   -6.19146e-10   -1.59373e-10   -9.77797e-12   -0.000624972              0
       DRIFT_20          DRIFT        274.271     1.6388e-09   -6.19146e-10   -1.60655e-10   -9.77797e-12   -0.000624972              0
       YI6_QD18           QUAD        275.381    1.02183e-09   -5.01646e-10   -1.63455e-10     4.7732e-12   -0.000624972              0
       DRIFT_21          DRIFT        275.926    7.48309e-10   -5.01646e-10   -1.60853e-10     4.7732e-12   -0.000624972              0
       YI6_TV18         KICKER        275.926    7.48309e-10   -5.01646e-10   -1.60853e-10     4.7732e-12   -0.000624972              0
       DRIFT_44          DRIFT        277.502   -4.23796e-11   -5.01646e-10   -1.53329e-10     4.7732e-12   -0.000624972              0
    YI6_DH18_E1           MULT        277.502   -4.23796e-11   -5.01646e-10   -1.53329e-10     4.7732e-12   -0.000624972              0
       YI6_DH18          SBEND        286.943   -4.77704e-09    -5.0126e-10   -1.08267e-10     4.7732e-12   -0.000624972              0
    YI6_DH18_E2           MULT        286.943   -4.77704e-09    -5.0126e-10   -1.08267e-10     4.7732e-12   -0.000624972              0
       DRIFT_36          DRIFT        287.957   -5.28539e-09    -5.0126e-10   -1.03426e-10     4.7732e-12   -0.000624972              0
       YI6_BH19          DRIFT        287.957   -5.28539e-09    -5.0126e-10   -1.03426e-10     4.7732e-12   -0.000624972              0
       DRIFT_19          DRIFT        288.183   -5.39879e-09    -5.0126e-10   -1.02347e-10     4.7732e-12   -0.000624972              0
      YI6_SXF19           SEXT        288.933   -5.77474e-09    -5.0126e-10   -9.87667e-11     4.7732e-12   -0.000624972              0
       DRIFT_20          DRIFT        289.064   -5.84043e-09    -5.0126e-10   -9.81412e-11     4.7732e-12   -0.000624972              0
       YI6_QF19           QUAD        290.174   -6.10991e-09    1.95885e-11   -9.75054e-11    -3.6186e-12   -0.000624972              0
       DRIFT_21          DRIFT         290.72   -6.09923e-09    1.95885e-11   -9.94785e-11    -3.6186e-12   -0.000624972              0
       YI6_TH19         KICKER         290.72   -6.09923e-09    1.95885e-11   -9.94785e-11    -3.6186e-12   -0.000624972              0
       DRIFT_45          DRIFT        292.296   -6.06836e-09    1.95885e-11   -1.05182e-10    -3.6186e-12   -0.000624972              0
    YI6_DH19_E1           MULT        292.296   -6.06836e-09    1.95885e-11   -1.05182e-10    -3.6186e-12   -0.000624972              0
       YI6_DH19          SBEND        301.736   -5.87889e-09    2.05473e-11   -1.39344e-10    -3.6186e-12   -0.000624971              0
    YI6_DH19_E2           MULT        301.736   -5.87889e-09    2.05473e-11   -1.39344e-10    -3.6186e-12   -0.000624971              0
       DRIFT_36          DRIFT        302.751   -5.85805e-09    2.05473e-11   -1.43014e-10    -3.6186e-12   -0.000624971              0
       YI6_BV20          DRIFT        302.751   -5.85805e-09    2.05473e-11   -1.43014e-10    -3.6186e-12   -0.000624971              0
       DRIFT_19          DRIFT        302.977    -5.8534e-09    2.05473e-11   -1.43833e-10    -3.6186e-12   -0.000624971              0
      YI6_SXD20           SEXT        303.727   -5.83799e-09    2.05473e-11   -1.46546e-10    -3.6186e-12   -0.000624971              0
       DRIFT_20          DRIFT        303.858    -5.8353e-09    2.05473e-11   -1.47021e-10    -3.6186e-12   -0.000624971              0
       YI6_QD20           QUAD        304.968    -6.1029e-09   -5.06669e-10   -1.43765e-10    9.43644e-12   -0.000624971              0
       DRIFT_21          DRIFT        305.513   -6.37916e-09   -5.06669e-10    -1.3862e-10    9.43644e-12   -0.000624971              0
       YI6_TV20         KICKER        305.513   -6.37916e-09   -5.06669e-10    -1.3862e-10    9.43644e-12   -0.000624971              0
       DRIFT_46          DRIFT        307.089   -7.17776e-09   -5.06669e-10   -1.23746e-10    9.43644e-12   -0.000624971              0
    YI6_DH20_E1           MULT        307.089   -7.17776e-09   -5.06669e-10   -1.23746e-10    9.43644e-12   -0.000624971              0
       YI6_DH20          SBEND         316.53   -1.19544e-08   -5.05134e-10   -3.46599e-11    9.43644e-12   -0.000624971              0
    YI6_DH20_E2           MULT         316.53   -1.19544e-08   -5.05134e-10   -3.46599e-11    9.43644e-12   -0.000624971              0
       DRIFT_36          DRIFT        317.544   -1.24667e-08   -5.05134e-10   -2.50899e-11    9.43644e-12   -0.000624971              0
       YI7_BH21          DRIFT        317.544   -1.24667e-08   -5.05134e-10   -2.50899e-11    9.43644e-12   -0.000624971              0
       DRIFT_19          DRIFT         317.77    -1.2581e-08   -5.05134e-10   -2.29551e-11    9.43644e-12   -0.000624971              0
      YI7_SXF21           SEXT         318.52   -1.29598e-08   -5.05134e-10   -1.58778e-11    9.43644e-12   -0.000624971              0
       DRIFT_20          DRIFT        318.651    -1.3026e-08   -5.05134e-10   -1.46411e-11    9.43644e-12   -0.000624971              0
       YI7_QF21           QUAD        319.761   -1.29576e-08    6.27347e-10   -4.70659e-12    8.60657e-12   -0.000624971              0
       DRIFT_21          DRIFT        320.307   -1.26156e-08    6.27347e-10   -1.38592e-14    8.60657e-12   -0.000624971              0
       YI7_TH21         KICKER        320.307   -1.26156e-08    6.27347e-10   -1.38592e-14    8.60657e-12   -0.000624971              0
       DRIFT_47          DRIFT        321.883   -1.16268e-08    6.27347e-10    1.35517e-11    8.60657e-12   -0.000624971              0
    YI7_DH20_E1           MULT        321.883   -1.16268e-08    6.27347e-10    1.35517e-11    8.60657e-12   -0.000624971              0
       YI7_DH20          SBEND        331.323   -5.69688e-09    6.28737e-10    9.48033e-11    8.60657e-12   -0.000624971              0
    YI7_DH20_E2           MULT        331.323   -5.69688e-09    6.28737e-10    9.48033e-11    8.60657e-12   -0.000624971              0
       DRIFT_36          DRIFT        332.338   -5.05924e-09    6.28737e-10    1.03532e-10    8.60657e-12   -0.000624971              0
       YI7_BV20          DRIFT        332.338   -5.05924e-09    6.28737e-10    1.03532e-10    8.60657e-12   -0.000624971              0
       DRIFT_19          DRIFT        332.564     -4.917e-09    6.28737e-10    1.05479e-10    8.60657e-12   -0.000624971              0
      YI7_SXD20           SEXT        333.314   -4.44544e-09    6.28737e-10    1.11934e-10    8.60657e-12   -0.000624971              0
       DRIFT_20          DRIFT        333.445   -4.36305e-09    6.28737e-10    1.13062e-10    8.60657e-12   -0.000624971              0
       YI7_QD20           QUAD        334.555   -3.87101e-09    2.65103e-10    1.16916e-10   -1.71847e-12   -0.000624971              0
       DRIFT_21          DRIFT          335.1   -3.72647e-09    2.65103e-10    1.15979e-10   -1.71847e-12   -0.000624971              0
       YI7_TV20         KICKER          335.1   -3.72647e-09    2.65103e-10    1.15979e-10   -1.71847e-12   -0.000624971              0
       DRIFT_48          DRIFT        336.676   -3.30861e-09    2.65103e-10    1.13271e-10   -1.71847e-12   -0.000624971              0
    YI7_DH19_E1           MULT        336.676   -3.30861e-09    2.65103e-10    1.13271e-10   -1.71847e-12   -0.000624971              0
       YI7_DH19          SBEND        346.117   -8.03993e-10    2.65433e-10    9.70472e-11   -1.71847e-12   -0.000624971              0
