           NAME           TYPE              S          BETA1          ALFA1            MU1          BETA2          ALFA2            MU2           ETAX          ETAXP           ETAY          ETAYP
         CPLMON            BPM        7.99313        95.5767       -11.8152       0.227525        92.7546       -11.5117       0.235305              0              0              0              0
           BPMV           VBPM        7.99313        95.5767       -11.8152       0.227525        92.7546       -11.5117       0.235305              0              0              0              0
         OBXFLA          DRIFT        8.18362        100.132       -12.0954       0.227835        97.1928       -11.7859       0.235625              0              0              0              0
        AP6P15G         MARKER        8.18362        100.132       -12.0954       0.227835        97.1928       -11.7859       0.235625              0              0              0              0
          OX6A1          DRIFT        8.51687        108.357       -12.5857       0.228344        105.208       -12.2656       0.236149              0              0              0              0
        AP6P16G         MARKER        8.51687        108.357       -12.5857       0.228344        105.208       -12.2656       0.236149              0              0              0              0
          OX6A0          DRIFT        8.56562        109.587       -12.6574       0.228415        106.407       -12.3358       0.236222              0              0              0              0
         MVALVE         MARKER        8.56562        109.587       -12.6574       0.228415        106.407       -12.3358       0.236222              0              0              0              0
        OBSK6LG          DRIFT        8.61437        110.825       -12.7291       0.228486        107.613        -12.406       0.236295              0              0              0              0
        AP6P17G         MARKER        8.61437        110.825       -12.7291       0.228486        107.613        -12.406       0.236295              0              0              0              0
         ODXFLX          DRIFT            9.8        143.077       -14.4732       0.229984        139.055       -14.1127       0.237838              0              0              0              0
       ELDXMP06           MULT            9.8        143.077       -14.4732       0.229984        139.055       -14.1127       0.237838              0              0              0              0
         DXMP06          SBEND        13.5002        270.247       -19.8911       0.232979        263.204       -19.4391       0.240916              0              0              0              0
       ERDXMP06           MULT        13.5002        270.247       -19.9171       0.232979        263.204       -19.4138       0.240916              0              0              0              0
         ODXFLA          DRIFT        14.7275        321.353       -21.7232       0.233642         313.02       -21.1759       0.241597              0              0              0              0
        O0SPACE          DRIFT        19.5743        566.496       -28.8556        0.23545        552.017       -28.1347       0.243452              0              0              0              0
         MVALVE         MARKER        19.5743        566.496       -28.8556        0.23545        552.017       -28.1347       0.243452              0              0              0              0
        OBELSKL          DRIFT         19.623        569.313       -28.9273       0.235464        554.763       -28.2047       0.243466              0              0              0              0
         OD0FLX          DRIFT        20.5071        621.611       -30.2283         0.2357        605.755        -29.474       0.243709              0              0              0              0
       ERD0PP06           MULT        20.5071        621.611       -30.2283         0.2357        605.755        -29.474       0.243709              0              0              0              0
         D0PP06          SBEND        24.0961        857.365       -35.4551       0.236482        835.811       -34.6269       0.244512              0              0              0              0
       ELD0PP06           MULT        24.0961        857.365       -35.4551       0.236482        835.811       -34.6269       0.244512              0              0              0              0
         OD0FLA          DRIFT        24.2551        868.676       -35.6884       0.236512        846.859       -34.8552       0.244542              0              0              0              0
       OBELD0Q1          DRIFT        24.8222        909.628       -36.5206       0.236613        886.855       -35.6694       0.244646              0              0              0              0
         OFLQ1X          DRIFT        25.0238        924.411       -36.8164       0.236648        901.294       -35.9588       0.244682              0              0              0              0
           BPMV           VBPM        25.0238        924.411       -36.8164       0.236648        901.294       -35.9588       0.244682              0              0              0              0
         CPLMON            BPM        25.0238        924.411       -36.8164       0.236648        901.294       -35.9588       0.244682              0              0              0              0
           BPMH          DRIFT        25.0238        924.411       -36.8164       0.236648        901.294       -35.9588       0.244682              0              0              0              0
           OBQ1          DRIFT        25.3607        949.388       -37.3108       0.236706        925.689       -36.4426       0.244741              0              0              0              0
        ER06B01           MULT        25.3607        949.388       -37.3108       0.236706        925.689       -36.4426       0.244741              0              0              0              0
           Q1O6           QUAD        26.8007        1186.89       -134.144       0.236926        918.997        40.9032       0.244984              0              0              0              0
        EL06B01           MULT        26.8007        1186.89       -134.144       0.236926        918.997        40.9032       0.244984              0              0              0              0
         OFLQ1A          DRIFT        26.9713        1233.08        -136.73       0.236948          905.1        40.5926       0.245014              0              0              0              0
       OBELQ1Q2          DRIFT        27.5973        1410.24       -146.223       0.237024        854.985        39.4521       0.245127              0              0              0              0
          OCFL2          DRIFT        27.7332        1450.23       -148.282       0.237039        844.302        39.2047       0.245153              0              0              0              0
          OLMP0          DRIFT        27.9832        1525.32       -152.073       0.237066        824.814        38.7493         0.2452              0              0              0              0
          KICKH        HKICKER        27.9832        1525.32       -152.073       0.237066        824.814        38.7493         0.2452              0              0              0              0
       B3M06C1B           MULT        27.9832        1525.32       -152.073       0.237066        824.814        38.7493         0.2452              0              0              0              0
       B4M06C1B           MULT        27.9832        1525.32       -152.073       0.237066        824.814        38.7493         0.2452              0              0              0              0
       B5M06C1B           MULT        27.9832        1525.32       -152.073       0.237066        824.814        38.7493         0.2452              0              0              0              0
          OLMP0          DRIFT        28.2332        1602.31       -155.863       0.237091        805.553        38.2939       0.245249              0              0              0              0
           OCQ2          DRIFT        28.4774        1679.34       -159.566       0.237115        786.959         37.849       0.245298              0              0              0              0
        ER06B02           MULT        28.4774        1679.34       -159.566       0.237115        786.959         37.849       0.245298              0              0              0              0
           Q2O6           QUAD         31.869        1621.75        172.721       0.237408        1058.02        -134.28       0.245955              0              0              0              0
        EL06B02           MULT         31.869        1621.75        172.721       0.237408        1058.02        -134.28       0.245955              0              0              0              0
         OFLQ2A          DRIFT        32.0431        1562.17        169.518       0.237425        1105.29       -137.247       0.245981              0              0              0              0
       OBELQ2Q3          DRIFT        32.8269        1307.74          155.1       0.237512         1330.9       -150.605       0.246084              0              0              0              0
          OCFL3          DRIFT          32.99        1257.64          152.1       0.237533        1380.48       -153.384       0.246103              0              0              0              0
          OLMP0          DRIFT          33.24        1182.74        147.501       0.237565        1458.24       -157.645       0.246131              0              0              0              0
       A5M06C2B           MULT          33.24        1182.74        147.501       0.237565        1458.24       -157.645       0.246131              0              0              0              0
       A3M06C2B           MULT          33.24        1182.74        147.501       0.237565        1458.24       -157.645       0.246131              0              0              0              0
       A2M06C2B           MULT          33.24        1182.74        147.501       0.237565        1458.24       -157.645       0.246131              0              0              0              0
        SQ06C2B           QUAD          33.24        1182.74        147.501       0.237565        1458.24       -157.645       0.246131              0              0              0              0
          OLMP1          DRIFT          33.49        1110.14        142.902         0.2376        1538.12       -161.906       0.246158              0              0              0              0
          OCQ3X          DRIFT        33.7297        1042.67        138.491       0.237636        1616.75       -165.993       0.246182              0              0              0              0
        EL06B03           MULT        33.7297        1042.67        138.491       0.237636        1616.75       -165.993       0.246182              0              0              0              0
           Q3O6           QUAD        35.8302        729.554        22.7569       0.238035        1902.51        41.4375       0.246365              0              0              0              0
        ER06B03           MULT        35.8302        729.554        22.7569       0.238035        1902.51        41.4375       0.246365              0              0              0              0
          OCQ3A          DRIFT        36.1782        713.803        22.5094       0.238112        1873.79        41.1233       0.246394              0              0              0              0
          OLMP0          DRIFT        36.4282        702.593        22.3316       0.238168        1853.28        40.8975       0.246415              0              0              0              0
          KICKV        VKICKER        36.4282        702.593        22.3316       0.238168        1853.28        40.8975       0.246415              0              0              0              0
       B2M06C3B           MULT        36.4282        702.593        22.3316       0.238168        1853.28        40.8975       0.246415              0              0              0              0
       B3M06C3B           MULT        36.4282        702.593        22.3316       0.238168        1853.28        40.8975       0.246415              0              0              0              0
       B5M06C3B           MULT        36.4282        702.593        22.3316       0.238168        1853.28        40.8975       0.246415              0              0              0              0
          OLMP0          DRIFT        36.6782        691.472        22.1538       0.238225        1832.89        40.6717       0.246437              0              0              0              0
           OBC3          DRIFT        36.8996        681.695        21.9963       0.238276        1814.92        40.4718       0.246456              0              0              0              0
           BPMV           VBPM        36.8996        681.695        21.9963       0.238276        1814.92        40.4718       0.246456              0              0              0              0
         CPLMON            BPM        36.8996        681.695        21.9963       0.238276        1814.92        40.4718       0.246456              0              0              0              0
           BPMH          DRIFT        36.8996        681.695        21.9963       0.238276        1814.92        40.4718       0.246456              0              0              0              0
          OBFL3          DRIFT        38.4386        615.675        20.9017       0.238654        1692.49         39.082       0.246596              0              0              0              0
        OBSK6LB          DRIFT        38.4871         613.65        20.8673       0.238667         1688.7        39.0382         0.2466              0              0              0              0
         MVALVE         MARKER        38.4871         613.65        20.8673       0.238667         1688.7        39.0382         0.2466              0              0              0              0
         O3B6L0          DRIFT        38.5359        611.617        20.8326        0.23868         1684.9        38.9942       0.246605              0              0              0              0
         AP6P0B         MARKER        38.5359        611.617        20.8326        0.23868         1684.9        38.9942       0.246605              0              0              0              0
         O3B6L1          DRIFT        38.7307        603.527         20.694       0.238731        1669.74        38.8182       0.246624              0              0              0              0
         AP6P1B         MARKER        38.7307        603.527         20.694       0.238731        1669.74        38.8182       0.246624              0              0              0              0
         O3B6L2          DRIFT        38.7927        600.962        20.6499       0.238747        1664.92        38.7622       0.246629              0              0              0              0
           KFBH        HKICKER        38.7927        600.962        20.6499       0.238747        1664.92        38.7622       0.246629              0              0              0              0
         O3B6L3          DRIFT        39.0639        589.813         20.457        0.23882        1643.96        38.5173       0.246656              0              0              0              0
         AP6P2B         MARKER        39.0639        589.813         20.457        0.23882        1643.96        38.5173       0.246656              0              0              0              0
         O3B6L4          DRIFT        39.3565        577.903        20.2489       0.238899         1621.5        38.2531       0.246684              0              0              0              0
         AP6P3B         MARKER        39.3565        577.903        20.2489       0.238899         1621.5        38.2531       0.246684              0              0              0              0
         O3B6L5          DRIFT        44.5528        386.669        16.5532       0.240649        1248.34        33.5606       0.247265              0              0              0              0
         AP6P4B         MARKER        44.5528        386.669        16.5532       0.240649        1248.34        33.5606       0.247265              0              0              0              0
         O3B6L6          DRIFT        47.6798          290.1        14.3292       0.242135        1047.28        30.7368       0.247701              0              0              0              0
         AP6P5B         MARKER        47.6798          290.1        14.3292       0.242135        1047.28        30.7368       0.247701              0              0              0              0
         O3B6L7          DRIFT        47.9724        281.776        14.1211       0.242298        1029.37        30.4725       0.247745              0              0              0              0
         AP6P6B         MARKER        47.9724        281.776        14.1211       0.242298        1029.37        30.4725       0.247745              0              0              0              0
         O3B6L8          DRIFT        48.3056        272.443        13.8841       0.242489        1009.16        30.1716       0.247798              0              0              0              0
         AP6P7B         MARKER        48.3056        272.443        13.8841       0.242489        1009.16        30.1716       0.247798              0              0              0              0
         O3B6L9          DRIFT        48.5982        264.379         13.676       0.242663        991.582        29.9073       0.247844              0              0              0              0
         AP6P8B         MARKER        48.5982        264.379         13.676       0.242663        991.582        29.9073       0.247844              0              0              0              0
        O3B6L10          DRIFT        53.7945        141.455        9.98028        0.24694        705.153        25.2148       0.248833              0              0              0              0
         AP6P9B         MARKER        53.7945        141.455        9.98028        0.24694        705.153        25.2148       0.248833              0              0              0              0
        O3B6L11          DRIFT        54.7076        123.821        9.33084       0.248038        659.857        24.3902       0.249046              0              0              0              0
        AP6P10B         MARKER        54.7076        123.821        9.33084       0.248038        659.857        24.3902       0.249046              0              0              0              0
        O3B6L12          DRIFT        55.0002        118.421        9.12273       0.248422         645.66         24.126       0.249117              0              0              0              0
        AP6P11B         MARKER        55.0002        118.421        9.12273       0.248422         645.66         24.126       0.249117              0              0              0              0
        O3B6L13          DRIFT        55.2415         114.06        8.95111       0.248753         634.07        23.9081       0.249178              0              0              0              0
        AP6P12B         MARKER        55.2415         114.06        8.95111       0.248753         634.07        23.9081       0.249178              0              0              0              0
         ORPWFL          DRIFT        55.4955        109.559        8.77046       0.249114        621.983        23.6787       0.249242              0              0              0              0
             RP          DRIFT        55.4955        109.559        8.77046       0.249114        621.983        23.6787       0.249242              0              0              0              0
         ORPWFL          DRIFT        55.7495        105.149        8.58981       0.249491        610.012        23.4494       0.249308              0              0              0              0
        AP6P13B         MARKER        55.7495        105.149        8.58981       0.249491        610.012        23.4494       0.249308              0              0              0              0
        O3B6L14          DRIFT        55.9908        101.045        8.41819       0.249864        598.748        23.2314       0.249371              0              0              0              0
        AP6P14B         MARKER        55.9908        101.045        8.41819       0.249864        598.748        23.2314       0.249371              0              0              0              0
        O3B6L15          DRIFT        56.2834        96.1798        8.21008       0.250336         585.23        22.9672        0.24945              0              0              0              0
        AP6P15B         MARKER        56.2834        96.1798        8.21008       0.250336         585.23        22.9672        0.24945              0              0              0              0
        O3B6L16          DRIFT        57.7076        74.2371        7.19717       0.253019        521.643        21.6811        0.24986              0              0              0              0
        AP6P16B         MARKER        57.7076        74.2371        7.19717       0.253019        521.643        21.6811        0.24986              0              0              0              0
        O3B6L17          DRIFT        58.0002        70.0861        6.98906       0.253664        509.032        21.4169        0.24995              0              0              0              0
        AP6P17B         MARKER        58.0002        70.0861        6.98906       0.253664        509.032        21.4169        0.24995              0              0              0              0
        O3B6L18          DRIFT        58.2415        66.7546        6.81744       0.254226        498.749         21.199       0.250027              0              0              0              0
        AP6P18B         MARKER        58.2415        66.7546        6.81744       0.254226        498.749         21.199       0.250027              0              0              0              0
         ORPWFL          DRIFT        58.4955        63.3372        6.63679       0.254847        488.038        20.9696       0.250109              0              0              0              0
             RP          DRIFT        58.4955        63.3372        6.63679       0.254847        488.038        20.9696       0.250109              0              0              0              0
         ORPWFL          DRIFT        58.7495        60.0116        6.45614       0.255503        477.444        20.7402       0.250192              0              0              0              0
        AP6P19B         MARKER        58.7495        60.0116        6.45614       0.255503        477.444        20.7402       0.250192              0              0              0              0
        O3B6L19          DRIFT        58.9908        56.9373        6.28452        0.25616        467.487        20.5223       0.250274              0              0              0              0
        AP6P20B         MARKER        58.9908        56.9373        6.28452        0.25616        467.487        20.5223       0.250274              0              0              0              0
        O3B6L20          DRIFT        59.2834        53.3204        6.07641       0.257005        455.555        20.2581       0.250374              0              0              0              0
        AP6P21B         MARKER        59.2834        53.3204        6.07641       0.257005        455.555        20.2581       0.250374              0              0              0              0
        O3B6L21          DRIFT        59.6167        49.3495         5.8394       0.258039        442.153        19.9571       0.250493              0              0              0              0
        AP6P22B         MARKER        59.6167        49.3495         5.8394       0.258039        442.153        19.9571       0.250493              0              0              0              0
        O3B6L22          DRIFT        59.7975        47.2607        5.71077       0.258635        434.964        19.7938       0.250558              0              0              0              0
        AP6P23B         MARKER        59.7975        47.2607        5.71077       0.258635        434.964        19.7938       0.250558              0              0              0              0
        O3B6L23          DRIFT        60.0134        44.8279        5.55722       0.259382        426.459        19.5988       0.250638              0              0              0              0
        AP6P24B         MARKER        60.0134        44.8279        5.55722       0.259382        426.459        19.5988       0.250638              0              0              0              0
        O3B6L24          DRIFT        60.0559        44.3568        5.52699       0.259534        424.795        19.5605       0.250654              0              0              0              0
         MVALVE         MARKER        60.0559        44.3568        5.52699       0.259534        424.795        19.5605       0.250654              0              0              0              0
        OBSK6IB          DRIFT        60.0984        43.8883        5.49676       0.259687        423.134        19.5221        0.25067              0              0              0              0
        AP6P25B         MARKER        60.0984        43.8883        5.49676       0.259687        423.134        19.5221        0.25067              0              0              0              0
        OROTCWT          DRIFT        60.9604        34.9411        4.88374        0.26319        390.151        18.7437       0.251008              0              0              0              0
          OSNKE          DRIFT        61.4084        30.7079         4.5651       0.265367        373.538        18.3391       0.251194              0              0              0              0
          ERHLX           MULT        61.4084        30.7079         4.5651       0.265367        373.538        18.3391       0.251194              0              0              0              0
       HLXH19MR          DRIFT        63.8084         12.892        2.85817       0.284611        290.712        16.1718       0.252353              0              0              0              0
          ELHLX           MULT        63.8084         12.892        2.85817       0.284611        290.712        16.1718       0.252353              0              0              0              0
          OSNKM          DRIFT        64.0204        11.7121        2.70739       0.287357        283.895        15.9804       0.252471              0              0              0              0
          ELHLX           MULT        64.0204        11.7121        2.70739       0.287357        283.895        15.9804       0.252471              0              0              0              0
       HLXH23ML          DRIFT        66.4204        2.81332        1.00045        0.35601        212.391         13.813       0.254026              0              0              0              0
          ERHLX           MULT        66.4204        2.81332        1.00045        0.35601        212.391         13.813       0.254026              0              0              0              0
         OSNKMM          DRIFT        66.6444         2.4008       0.841135       0.369745        206.248        13.6108       0.254197              0              0              0              0
           BPMV           VBPM        66.6444         2.4008       0.841135       0.369745        206.248        13.6108       0.254197              0              0              0              0
           BPMH          DRIFT        66.6444         2.4008       0.841135       0.369745        206.248        13.6108       0.254197              0              0              0              0
         OSNKMM          DRIFT        66.8684        2.05966       0.681821       0.385804        200.196        13.4085       0.254372              0              0              0              0
          ERHLX           MULT        66.8684        2.05966       0.681821       0.385804        200.196        13.4085       0.254372              0              0              0              0
       HLXH23MR          DRIFT        69.2684        2.88357       -1.02512        0.60802        141.037        11.2412       0.256646              0              0              0              0
          ELHLX           MULT        69.2684        2.88357       -1.02512        0.60802        141.037        11.2412       0.256646              0              0              0              0
          OSNKM          DRIFT        69.4804        3.35018        -1.1759       0.618884        136.311        11.0497       0.256889              0              0              0              0
          ELHLX           MULT        69.4804        3.35018        -1.1759       0.618884        136.311        11.0497       0.256889              0              0              0              0
       HLXH19ML          DRIFT        71.8804        13.0911       -2.88283       0.677905        88.4742        8.88238       0.260367              0              0              0              0
          ERHLX           MULT        71.8804        13.0911       -2.88283       0.677905        88.4742        8.88238       0.260367              0              0              0              0
          OSNKE          DRIFT        72.3284         15.817       -3.20147       0.682861        80.6967        8.47781       0.261211              0              0              0              0
        ODUM1FL          DRIFT        72.7062        18.3377       -3.47019       0.686392        74.4193        8.13661       0.261987              0              0              0              0
       OBEL4ROT          DRIFT        73.0014        20.4481       -3.68011       0.688818         69.695        7.87008       0.262639              0              0              0              0
           OBFL          DRIFT        73.1987        21.9286       -3.82049       0.690302        66.6233        7.69183         0.2631              0              0              0              0
           BPMV           VBPM        73.1987        21.9286       -3.82049       0.690302        66.6233        7.69183         0.2631              0              0              0              0
         CPLMON            BPM        73.1987        21.9286       -3.82049       0.690302        66.6233        7.69183         0.2631              0              0              0              0
           BPMH          DRIFT        73.1987        21.9286       -3.82049       0.690302        66.6233        7.69183         0.2631              0              0              0              0
          OSB4C          DRIFT         73.425        23.6937        -3.9814       0.691881        63.1891        7.48752       0.263655              0              0              0              0
          Q4OT6           QUAD         74.175         29.374       -3.52898       0.696388        53.8791        5.02943        0.26571              0              0              0              0
           OQS4          DRIFT        74.3051        30.2998       -3.58855       0.697082         52.579        4.96595       0.266099              0              0              0              0
         ERQ4OP           MULT        74.3051        30.2998       -3.58855       0.697082         52.579        4.96595       0.266099              0              0              0              0
           Q4O6           QUAD         76.117        33.9036        1.80462       0.705636        50.0926       -3.45793       0.272007              0              0              0              0
         ELQ4OP           MULT         76.117        33.9036        1.80462       0.705636        50.0926       -3.45793       0.272007              0              0              0              0
           OCQ4          DRIFT        76.4113        32.8524        1.76767       0.707039        52.1502       -3.53405       0.272924              0              0              0              0
          OLMP0          DRIFT        76.6613        31.9764        1.73628       0.708267        53.9334       -3.59871       0.273674              0              0              0              0
          KICKH        HKICKER        76.6613        31.9764        1.73628       0.708267        53.9334       -3.59871       0.273674              0              0              0              0
            OCT           MULT        76.6613        31.9764        1.73628       0.708267        53.9334       -3.59871       0.273674              0              0              0              0
            DEC           MULT        76.6613        31.9764        1.73628       0.708267        53.9334       -3.59871       0.273674              0              0              0              0
           SQSK           QUAD        76.6613        31.9764        1.73628       0.708267        53.9334       -3.59871       0.273674              0              0              0              0
          OLMP1          DRIFT        76.9113        31.1161         1.7049       0.709528        55.7489       -3.66338       0.274399              0              0              0              0
           OCFL          DRIFT        77.4206        29.4121        1.64095       0.712208        59.5474       -3.79512       0.275806              0              0              0              0
        OBEL45D          DRIFT        77.7231        28.4307        1.60297       0.713873        61.8676       -3.87338         0.2766              0              0              0              0
        ODUM1FL          DRIFT         78.101        27.2373        1.55553       0.716034        64.8314       -3.97111       0.277549              0              0              0              0
        O4DUMMY          DRIFT         80.151        21.3872        1.29815       0.729569        82.2003       -4.50138       0.282019              0              0              0              0
        ODUM1FL          DRIFT        80.5288        20.4241        1.25071       0.732446        85.6387       -4.59911       0.282736              0              0              0              0
        OBEL45D          DRIFT        80.8314        19.6788        1.21272       0.734848        88.4454       -4.67738       0.283289              0              0              0              0
           OBFL          DRIFT        81.0288        19.2049        1.18794       0.736464        90.3019       -4.72843       0.283641              0              0              0              0
           BPMV           VBPM        81.0288        19.2049        1.18794       0.736464        90.3019       -4.72843       0.283641              0              0              0              0
            OSB          DRIFT         81.255        18.6739        1.15954       0.738365        92.4546       -4.78695       0.284035              0              0              0              0
          Q5OT6           QUAD         82.005        16.7725        1.36441       0.745097        101.083       -6.76883       0.285272              0              0              0              0
            OQS          DRIFT         82.136        16.4178        1.34205       0.746354        102.865       -6.82953       0.285477              0              0              0              0
         ERQ5OP           MULT         82.136        16.4178        1.34205       0.746354        102.865       -6.82953       0.285477              0              0              0              0
           Q5O6           QUAD         83.246        15.3573      -0.350892         0.7577         106.24        3.90496       0.287135              0              0              0              0
         ELQ5OP           MULT         83.246        15.3573      -0.350892         0.7577         106.24        3.90496       0.287135              0              0              0              0
            OCQ          DRIFT        83.5413        15.5709      -0.372484       0.760739        103.947         3.8598       0.287582              0              0              0              0
          OLMP0          DRIFT        83.7913        15.7617      -0.390767       0.763279        102.027        3.82157       0.287969              0              0              0              0
          KICKV        VKICKER        83.7913        15.7617      -0.390767       0.763279        102.027        3.82157       0.287969              0              0              0              0
            OCT           MULT        83.7913        15.7617      -0.390767       0.763279        102.027        3.82157       0.287969              0              0              0              0
            DEC           MULT        83.7913        15.7617      -0.390767       0.763279        102.027        3.82157       0.287969              0              0              0              0
           SQSK           QUAD        83.7913        15.7617      -0.390768       0.763279        102.027        3.82157       0.287969              0              0              0              0
          OLMP1          DRIFT        84.0413        15.9617      -0.409051       0.765788        100.126        3.78333       0.288362              0              0              0              0
           OCFL          DRIFT        84.5506        16.3973      -0.446296       0.770799        96.3118        3.70544       0.289188              0              0              0              0
        OBEL5CO          DRIFT        84.8452        16.6666       -0.46784       0.773635        94.1419        3.66038        0.28968              0              0              0              0
         OD5OFL          DRIFT        85.7541        17.5775      -0.534314       0.782091         87.614        3.52137       0.291273              0              0              0              0
          ERD5O           MULT        85.7541        17.5775      -0.534314       0.782091         87.614        3.52137       0.291273              0              0              0              0
            D5O          SBEND        94.4526        32.3734       -1.16594       0.841482        37.9254        2.19099       0.315382              0              0              0              0
          ELD5O           MULT        94.4526        32.3734       -1.16594       0.841482        37.9254        2.19099       0.315382              0              0              0              0
         OD5OFL          DRIFT        95.3615        34.5532       -1.23219       0.845808        34.0687        2.05197       0.319407              0              0              0              0
        OBEL6BO          DRIFT         95.656        35.2852       -1.25365       0.847151        32.8735        2.00694       0.320807              0              0              0              0
           OBFL          DRIFT        95.8534        35.7829       -1.26803       0.848035        32.0872        1.97675       0.321774              0              0              0              0
           BPMH          DRIFT        95.8534        35.7829       -1.26803       0.848035        32.0872        1.97675       0.321774              0              0              0              0
            OSB          DRIFT        96.0796        36.3604       -1.28452       0.849033        31.2007        1.94215       0.322912              0              0              0              0
          Q6OT6           QUAD        96.8296        38.6792       -1.81686       0.852221        28.1021        2.17642       0.326937              0              0              0              0
            OQS          DRIFT        96.9606        39.1574       -1.83144       0.852757        27.5352        2.14967       0.327687              0              0              0              0
         ERQ6OP           MULT        96.9606        39.1574       -1.83144       0.852757        27.5352        2.14967       0.327687              0              0              0              0
