           NAME           TYPE              S          BETA1          ALFA1            MU1          BETA2          ALFA2            MU2           ETAX          ETAXP           ETAY          ETAYP
         O3B7L3          DRIFT        580.162        53.3204       -6.07641        5.00653        455.554       -20.2581        4.02408              0              0              0              0
        AP7P11B         MARKER        580.162        53.3204       -6.07641        5.00653        455.554       -20.2581        4.02408              0              0              0              0
         O3B7L4          DRIFT        580.454        56.9373       -6.28452        5.00738        467.487       -20.5223        4.02418              0              0              0              0
        AP7P10B         MARKER        580.454        56.9373       -6.28452        5.00738        467.487       -20.5223        4.02418              0              0              0              0
         O3B7L5          DRIFT         585.65        141.453       -9.98022         5.0166        705.149       -25.2148        4.02562              0              0              0              0
         AP7P9B         MARKER         585.65        141.453       -9.98022         5.0166        705.149       -25.2148        4.02562              0              0              0              0
         O3B7L6          DRIFT        590.847        264.376       -13.6759        5.02087        991.577       -29.9073        4.02661              0              0              0              0
         AP7P8B         MARKER        590.847        264.376       -13.6759        5.02087        991.577       -29.9073        4.02661              0              0              0              0
         O3B7L7          DRIFT        591.139        272.441        -13.884        5.02105        1009.16       -30.1715        4.02665              0              0              0              0
         AP7P7B         MARKER        591.139        272.441        -13.884        5.02105        1009.16       -30.1715        4.02665              0              0              0              0
         O3B7L8          DRIFT        591.473        281.773        -14.121        5.02124        1029.37       -30.4724        4.02671              0              0              0              0
         AP7P6B         MARKER        591.473        281.773        -14.121        5.02124        1029.37       -30.4724        4.02671              0              0              0              0
         O3B7L9          DRIFT        591.765        290.098       -14.3292         5.0214        1047.28       -30.7367        4.02675              0              0              0              0
         AP7P5B         MARKER        591.765        290.098       -14.3292         5.0214        1047.28       -30.7367        4.02675              0              0              0              0
        O3B7L10          DRIFT        594.892         386.66        -16.553        5.02289        1248.32       -33.5603        4.02719              0              0              0              0
         AP7P4B         MARKER        594.892         386.66        -16.553        5.02289        1248.32       -33.5603        4.02719              0              0              0              0
        O3B7L11          DRIFT        600.088        577.891       -20.2487        5.02464        1621.48       -38.2528        4.02777              0              0              0              0
         AP7P3B         MARKER        600.088        577.891       -20.2487        5.02464        1621.48       -38.2528        4.02777              0              0              0              0
        O3B7L12          DRIFT        600.381        589.802       -20.4568        5.02472        1643.94       -38.5171         4.0278              0              0              0              0
         AP7P2B         MARKER        600.381        589.802       -20.4568        5.02472        1643.94       -38.5171         4.0278              0              0              0              0
        O3B7L13          DRIFT        600.652         600.95       -20.6497        5.02479         1664.9        -38.762        4.02782              0              0              0              0
           KFBH        HKICKER        600.652         600.95       -20.6497        5.02479         1664.9        -38.762        4.02782              0              0              0              0
        O3B7L14          DRIFT        600.714        603.515       -20.6938        5.02481        1669.71        -38.818        4.02783              0              0              0              0
         AP7P1B         MARKER        600.714        603.515       -20.6938        5.02481        1669.71        -38.818        4.02783              0              0              0              0
        O3B7L15          DRIFT        600.909        611.605       -20.8324        5.02486        1684.87       -38.9939        4.02785              0              0              0              0
         AP7P0B         MARKER        600.909        611.605       -20.8324        5.02486        1684.87       -38.9939        4.02785              0              0              0              0
        O3B7L16          DRIFT        600.958        613.638       -20.8671        5.02487        1688.68        -39.038        4.02785              0              0              0              0
         MVALVE         MARKER        600.958        613.638       -20.8671        5.02487        1688.68        -39.038        4.02785              0              0              0              0
        OBSK7LB          DRIFT        601.006        615.675       -20.9017        5.02488        1692.49        -39.082        4.02786              0              0              0              0
          OBFL3          DRIFT        602.545        681.695       -21.9963        5.02526        1814.92       -40.4718        4.02799              0              0              0              0
           BPMV           VBPM        602.545        681.695       -21.9963        5.02526        1814.92       -40.4718        4.02799              0              0              0              0
         CPLMON            BPM        602.545        681.695       -21.9963        5.02526        1814.92       -40.4718        4.02799              0              0              0              0
           BPMH          DRIFT        602.545        681.695       -21.9963        5.02526        1814.92       -40.4718        4.02799              0              0              0              0
           OBC3          DRIFT        602.767        691.472       -22.1538        5.02531        1832.89       -40.6717        4.02801              0              0              0              0
          OLMP0          DRIFT        603.017        702.593       -22.3316        5.02537        1853.28       -40.8975        4.02804              0              0              0              0
          KICKV        VKICKER        603.017        702.593       -22.3316        5.02537        1853.28       -40.8975        4.02804              0              0              0              0
       B2M07C3B           MULT        603.017        702.593       -22.3316        5.02537        1853.28       -40.8975        4.02804              0              0              0              0
       B3M07C3B           MULT        603.017        702.593       -22.3316        5.02537        1853.28       -40.8975        4.02804              0              0              0              0
       B5M07C3B           MULT        603.017        702.593       -22.3316        5.02537        1853.28       -40.8975        4.02804              0              0              0              0
          OLMP0          DRIFT        603.267        713.803       -22.5094        5.02542        1873.79       -41.1233        4.02806              0              0              0              0
          OCQ3A          DRIFT        603.615        729.554       -22.7569         5.0255        1902.51       -41.4375        4.02809              0              0              0              0
        ER07B03           MULT        603.615        729.554       -22.7569         5.0255        1902.51       -41.4375        4.02809              0              0              0              0
           Q3O8           QUAD        605.715        1042.67       -138.491         5.0259        1616.75        165.993        4.02827              0              0              0              0
        EL07B03           MULT        605.715        1042.67       -138.491         5.0259        1616.75        165.993        4.02827              0              0              0              0
          OCQ3X          DRIFT        605.955        1110.14       -142.902        5.02594        1538.12        161.906        4.02829              0              0              0              0
          OLMP0          DRIFT        606.205        1182.74       -147.501        5.02597        1458.24        157.645        4.02832              0              0              0              0
       A5M07C2B           MULT        606.205        1182.74       -147.501        5.02597        1458.24        157.645        4.02832              0              0              0              0
       A3M07C2B           MULT        606.205        1182.74       -147.501        5.02597        1458.24        157.645        4.02832              0              0              0              0
       A2M07C2B           MULT        606.205        1182.74       -147.501        5.02597        1458.24        157.645        4.02832              0              0              0              0
        SQ07C2B           QUAD        606.205        1182.74       -147.501        5.02597        1458.24        157.645        4.02832              0              0              0              0
          OLMP1          DRIFT        606.455        1257.64         -152.1          5.026        1380.48        153.384        4.02835              0              0              0              0
          OCFL3          DRIFT        606.618        1307.74         -155.1        5.02602         1330.9        150.605        4.02837              0              0              0              0
       OBELQ2Q3          DRIFT        607.402        1562.17       -169.518        5.02611        1105.29        137.247        4.02847              0              0              0              0
         OFLQ2A          DRIFT        607.576        1621.75       -172.721        5.02613        1058.02         134.28         4.0285              0              0              0              0
        EL07B02           MULT        607.576        1621.75       -172.721        5.02613        1058.02         134.28         4.0285              0              0              0              0
           Q2O8           QUAD        610.968        1679.34        159.566        5.02642        786.959        -37.849        4.02915              0              0              0              0
        ER07B02           MULT        610.968        1679.34        159.566        5.02642        786.959        -37.849        4.02915              0              0              0              0
           OCQ2          DRIFT        611.212        1602.31        155.863        5.02644        805.553       -38.2939         4.0292              0              0              0              0
          OLMP0          DRIFT        611.462        1525.32        152.073        5.02647        824.814       -38.7493        4.02925              0              0              0              0
          KICKH        HKICKER        611.462        1525.32        152.073        5.02647        824.814       -38.7493        4.02925              0              0              0              0
       B3M07C1B           MULT        611.462        1525.32        152.073        5.02647        824.814       -38.7493        4.02925              0              0              0              0
       B4M07C1B           MULT        611.462        1525.32        152.073        5.02647        824.814       -38.7493        4.02925              0              0              0              0
       B5M07C1B           MULT        611.462        1525.32        152.073        5.02647        824.814       -38.7493        4.02925              0              0              0              0
          OLMP0          DRIFT        611.712        1450.23        148.282         5.0265        844.302       -39.2047         4.0293              0              0              0              0
          OCFL2          DRIFT        611.848        1410.24        146.223        5.02651        854.985       -39.4521        4.02932              0              0              0              0
       OBELQ1Q2          DRIFT        612.474        1233.08         136.73        5.02659          905.1       -40.5926        4.02944              0              0              0              0
         OFLQ1A          DRIFT        612.644        1186.89        134.144        5.02661        918.997       -40.9032        4.02947              0              0              0              0
        EL07B01           MULT        612.644        1186.89        134.144        5.02661        918.997       -40.9032        4.02947              0              0              0              0
           Q1O8           QUAD        614.084        949.388        37.3108        5.02683        925.689        36.4426        4.02971              0              0              0              0
        ER07B01           MULT        614.084        949.388        37.3108        5.02683        925.689        36.4426        4.02971              0              0              0              0
           OBQ1          DRIFT        614.421        924.411        36.8164        5.02689        901.294        35.9588        4.02977              0              0              0              0
           BPMV           VBPM        614.421        924.411        36.8164        5.02689        901.294        35.9588        4.02977              0              0              0              0
         CPLMON            BPM        614.421        924.411        36.8164        5.02689        901.294        35.9588        4.02977              0              0              0              0
           BPMH          DRIFT        614.421        924.411        36.8164        5.02689        901.294        35.9588        4.02977              0              0              0              0
         OFLQ1X          DRIFT        614.623        909.628        36.5206        5.02692        886.855        35.6694         4.0298              0              0              0              0
       OBELD0Q1          DRIFT         615.19        868.676        35.6884        5.02702        846.859        34.8552        4.02991              0              0              0              0
         OD0FLA          DRIFT        615.349        857.365        35.4551        5.02705        835.811        34.6269        4.02994              0              0              0              0
       ELD0PM07           MULT        615.349        857.365        35.4551        5.02705        835.811        34.6269        4.02994              0              0              0              0
         D0PM07          SBEND        618.938        621.611        30.2283        5.02784        605.755         29.474        4.03074              0              0              0              0
       ERD0PM07           MULT        618.938        621.611        30.2283        5.02784        605.755         29.474        4.03074              0              0              0              0
         OD0FLX          DRIFT        619.822        569.313        28.9273        5.02807        554.763        28.2047        4.03098              0              0              0              0
        OBELSKL          DRIFT        619.871        566.496        28.8556        5.02809        552.017        28.1347          4.031              0              0              0              0
         MVALVE         MARKER        619.871        566.496        28.8556        5.02809        552.017        28.1347          4.031              0              0              0              0
        O0SPACE          DRIFT        624.717        321.353        21.7232        5.02989         313.02        21.1759        4.03285              0              0              0              0
         ODXFLA          DRIFT        625.945        270.247        19.9171        5.03056        263.204        19.4138        4.03353              0              0              0              0
       ERDXMM07           MULT        625.945        270.247        19.8911        5.03056        263.204        19.4391        4.03353              0              0              0              0
         DXMM07          SBEND        629.645        143.077        14.4732        5.03355        139.055        14.1127        4.03661              0              0              0              0
       ELDXMM07           MULT        629.645        143.077        14.4732        5.03355        139.055        14.1127        4.03661              0              0              0              0
         ODXFLX          DRIFT        630.831        110.825        12.7291        5.03505        107.613         12.406        4.03816              0              0              0              0
         AP8P0G         MARKER        630.831        110.825        12.7291        5.03505        107.613         12.406        4.03816              0              0              0              0
        OBSK7LG          DRIFT        630.879        109.587        12.6574        5.03512        106.407        12.3358        4.03823              0              0              0              0
         MVALVE         MARKER        630.879        109.587        12.6574        5.03512        106.407        12.3358        4.03823              0              0              0              0
          OX7A0          DRIFT        630.928        108.357        12.5857        5.03519        105.208        12.2656         4.0383              0              0              0              0
         AP8P1G         MARKER        630.928        108.357        12.5857        5.03519        105.208        12.2656         4.0383              0              0              0              0
         OBXFLA          DRIFT        631.119        103.615        12.3054        5.03548        100.587        11.9914         4.0386              0              0              0              0
           BPMH          DRIFT        631.119        103.615        12.3054        5.03548        100.587        11.9914         4.0386              0              0              0              0
         CPLMON            BPM        631.119        103.615        12.3054        5.03548        100.587        11.9914         4.0386              0              0              0              0
           BPMV           VBPM        631.119        103.615        12.3054        5.03548        100.587        11.9914         4.0386              0              0              0              0
         OBXFLX          DRIFT        631.309        98.9799        12.0252        5.03578        96.0705        11.7172        4.03891              0              0              0              0
         AP8P2G         MARKER        631.309        98.9799        12.0252        5.03578        96.0705        11.7172        4.03891              0              0              0              0
          OX7A1          DRIFT          631.7        89.8119        11.4507        5.03644        87.1384         11.155        4.03958              0              0              0              0
         AP8P3G         MARKER          631.7        89.8119        11.4507        5.03644        87.1384         11.155        4.03958              0              0              0              0
          OX7A2          DRIFT        632.033        82.3435        10.9605        5.03705        79.8634        10.6753        4.04022              0              0              0              0
         AP8P4G         MARKER        632.033        82.3435        10.9605        5.03705        79.8634        10.6753        4.04022              0              0              0              0
          OX7A3          DRIFT        632.303        76.5374        10.5637        5.03759        74.2089         10.287        4.04078              0              0              0              0
         AP8P5G         MARKER        632.303        76.5374        10.5637        5.03759        74.2089         10.287        4.04078              0              0              0              0
          OX7A4          DRIFT        637.283        7.80416        3.23734        5.07026         7.4481        3.11793        4.07475              0              0              0              0
         AP8P6G         MARKER        637.283        7.80416        3.23734        5.07026         7.4481        3.11793        4.07475              0              0              0              0
          OX7A5          DRIFT        637.445        6.79358        2.99896         5.0738        6.47539        2.88466        4.07846              0              0              0              0
        PHNXFF1          DRIFT        637.597        5.91505        2.77514        5.07762        5.63091        2.66564        4.08248              0              0              0              0
         AP8P7G         MARKER        637.597        5.91505        2.77514        5.07762        5.63091        2.66564        4.08248              0              0              0              0
        PHNXFF2          DRIFT        638.245        2.93672        1.82211        5.10246        2.78121        1.73307        4.10865              0              0              0              0
          OX7A6          DRIFT        638.695        1.59474        1.16015        5.13579        1.51297        1.08531        4.14385              0              0              0              0
         AP8P8G         MARKER        638.695        1.59474        1.16015        5.13579        1.51297        1.08531        4.14385              0              0              0              0
          OX7A7          DRIFT        638.845        1.27977       0.939476        5.15254        1.21974       0.869373        4.16146              0              0              0              0
        HPHENIX          DRIFT        639.445       0.681979      0.0568407        5.26354       0.694713       0.005679        4.27445              0              0              0              0
         CLOCK8         MARKER        639.445       0.681979      0.0568407        5.26354       0.694713       0.005679        4.27445              0              0              0              0
        HPHENIX          DRIFT        640.045        1.14335      -0.825795        5.38243        1.20611      -0.858015        4.38822              0              0              0              0
          OX8A9          DRIFT        640.195        1.42421       -1.04647        5.40119        1.49593       -1.07395        4.40603              0              0              0              0
         AP8P9G         MARKER        640.195        1.42421       -1.04647        5.40119        1.49593       -1.07395        4.40603              0              0              0              0
          OX8A8          DRIFT        640.645        2.66389       -1.70843        5.43829        2.75395       -1.72171        4.44161              0              0              0              0
         PHNXFF          DRIFT        641.445        6.33885       -2.88528        5.46947        6.42996        -2.8733        4.47205              0              0              0              0
          OX8A7          DRIFT        642.741        16.2849       -4.79125        5.48982         16.292       -4.73838        4.49225              0              0              0              0
        AP8P10G         MARKER        642.741        16.2849       -4.79125        5.48982         16.292       -4.73838        4.49225              0              0              0              0
          OX8A6          DRIFT        643.055         19.441       -5.25346        5.49264        19.4117       -5.19066        4.49506              0              0              0              0
        AP8P11G         MARKER        643.055         19.441       -5.25346        5.49264        19.4117       -5.19066        4.49506              0              0              0              0
          OX8A5          DRIFT        644.795        42.1804       -7.81344        5.50231         41.837       -7.69571        4.50479              0              0              0              0
        AP8P12G         MARKER        644.795        42.1804       -7.81344        5.50231         41.837       -7.69571        4.50479              0              0              0              0
          OX8A4          DRIFT        646.587        74.9135         -10.45        5.50739        74.0466       -10.2757        4.50991              0              0              0              0
        AP8P13G         MARKER        646.587        74.9135         -10.45        5.50739        74.0466       -10.2757        4.50991              0              0              0              0
          OX8A3          DRIFT        646.857        80.6582       -10.8468        5.50794        79.6951        -10.664        4.51047              0              0              0              0
        AP8P14G         MARKER        646.857        80.6582       -10.8468        5.50794        79.6951        -10.664        4.51047              0              0              0              0
          OX8A2          DRIFT         647.19        88.0509        -11.337        5.50857        86.9624       -11.1437        4.51111              0              0              0              0
        AP8P15G         MARKER         647.19        88.0509        -11.337        5.50857        86.9624       -11.1437        4.51111              0              0              0              0
          OX8A1          DRIFT        647.581        97.1301       -11.9115        5.50924        95.8857       -11.7058        4.51179              0              0              0              0
        AP8P16G         MARKER        647.581        97.1301       -11.9115        5.50924        95.8857       -11.7058        4.51179              0              0              0              0
         OBXFLX          DRIFT        647.771        101.722       -12.1917        5.50955        100.398       -11.9801         4.5121              0              0              0              0
           BPMH          DRIFT        647.771        101.722       -12.1917        5.50955        100.398       -11.9801         4.5121              0              0              0              0
         CPLMON            BPM        647.771        101.722       -12.1917        5.50955        100.398       -11.9801         4.5121              0              0              0              0
           BPMV           VBPM        647.771        101.722       -12.1917        5.50955        100.398       -11.9801         4.5121              0              0              0              0
         OBXFLA          DRIFT        647.962         106.42        -12.472        5.50984        105.015       -12.2543         4.5124              0              0              0              0
        AP8P17G         MARKER        647.962         106.42        -12.472        5.50984        105.015       -12.2543         4.5124              0              0              0              0
          OX8A0          DRIFT        648.011         107.64       -12.5437        5.50991        106.213       -12.3245        4.51247              0              0              0              0
         MVALVE         MARKER        648.011         107.64       -12.5437        5.50991        106.213       -12.3245        4.51247              0              0              0              0
        OBSK8LG          DRIFT        648.059        108.866       -12.6154        5.50998        107.418       -12.3946        4.51254              0              0              0              0
        AP8P18G         MARKER        648.059        108.866       -12.6154        5.50998        107.418       -12.3946        4.51254              0              0              0              0
         ODXFLX          DRIFT        649.245        140.848       -14.3595        5.51151        138.832       -14.1013        4.51409              0              0              0              0
       ELDXPP08           MULT        649.245        140.848       -14.3595        5.51151        138.832       -14.1013        4.51409              0              0              0              0
         DXPP08          SBEND        652.945        267.179       -19.7777        5.51454        262.897       -19.4278        4.51717              0              0              0              0
       ERDXPP08           MULT        652.945        267.179       -19.8034        5.51454        262.897       -19.4025        4.51717              0              0              0              0
         ODXFLA          DRIFT        654.173        318.006       -21.6095        5.51521        312.686       -21.1646        4.51785              0              0              0              0
        O0SPACE          DRIFT        659.019        562.046       -28.7419        5.51704        551.572       -28.1234        4.51971              0              0              0              0
         MVALVE         MARKER        659.019        562.046       -28.7419        5.51704        551.572       -28.1234        4.51971              0              0              0              0
        OBELSKL          DRIFT        659.068        564.852       -28.8137        5.51705        554.318       -28.1934        4.51972              0              0              0              0
         OD0FLX          DRIFT        659.952        616.949       -30.1146        5.51729         605.29       -29.4627        4.51997              0              0              0              0
       ERD0MP08           MULT        659.952        616.949       -30.1146        5.51729         605.29       -29.4627        4.51997              0              0              0              0
         D0MP08          SBEND        663.541        851.888       -35.3418        5.51808        835.265       -34.6156        4.52077              0              0              0              0
       ELD0MP08           MULT        663.541        851.888       -35.3418        5.51808        835.265       -34.6156        4.52077              0              0              0              0
         OD0FLA          DRIFT          663.7        863.164       -35.5751        5.51811        846.309       -34.8438         4.5208              0              0              0              0
       OBELD0Q1          DRIFT        664.267        903.987       -36.4073        5.51821        886.293       -35.6581         4.5209              0              0              0              0
         OFLQ1X          DRIFT        664.469        918.724       -36.7031        5.51824        900.726       -35.9475        4.52094              0              0              0              0
           BPMV           VBPM        664.469        918.724       -36.7031        5.51824        900.726       -35.9475        4.52094              0              0              0              0
         CPLMON            BPM        664.469        918.724       -36.7031        5.51824        900.726       -35.9475        4.52094              0              0              0              0
           BPMH          DRIFT        664.469        918.724       -36.7031        5.51824        900.726       -35.9475        4.52094              0              0              0              0
           OBQ1          DRIFT        664.806        943.625       -37.1975         5.5183        925.114       -36.4313          4.521              0              0              0              0
        ER08B01           MULT        664.806        943.625       -37.1975         5.5183        925.114       -36.4313          4.521              0              0              0              0
           Q1I8           QUAD        666.246        936.678        41.8275        5.51854        1157.09       -131.048        4.52122              0              0              0              0
        EL08B01           MULT        666.246        936.678        41.8275        5.51854        1157.09       -131.048        4.52122              0              0              0              0
         OFLQ1A          DRIFT        666.416        922.467        41.5088        5.51857        1202.22        -133.58        4.52125              0              0              0              0
       OBELQ1Q2          DRIFT        667.042        871.223        40.3387        5.51868         1375.3       -142.872        4.52132              0              0              0              0
          OCFL2          DRIFT        667.178          860.3        40.0849        5.51871        1414.38       -144.888        4.52134              0              0              0              0
          OLMP0          DRIFT        667.428        840.375        39.6177        5.51875        1487.75       -148.599        4.52137              0              0              0              0
          KICKV        VKICKER        667.428        840.375        39.6177        5.51875        1487.75       -148.599        4.52137              0              0              0              0
       B3M08C1B           MULT        667.428        840.375        39.6177        5.51875        1487.75       -148.599        4.52137              0              0              0              0
       B4M08C1B           MULT        667.428        840.375        39.6177        5.51875        1487.75       -148.599        4.52137              0              0              0              0
       B5M08C1B           MULT        667.428        840.375        39.6177        5.51875        1487.75       -148.599        4.52137              0              0              0              0
          OLMP0          DRIFT        667.678        820.683        39.1505         5.5188        1562.98        -152.31        4.52139              0              0              0              0
           OCQ2          DRIFT        667.922        801.673        38.6941        5.51885        1638.26       -155.935        4.52142              0              0              0              0
        ER08B02           MULT        667.922        801.673        38.6941        5.51885        1638.26       -155.935        4.52142              0              0              0              0
           Q2I8           QUAD        671.314        1076.79       -136.575        5.51949        1583.39        168.468        4.52172              0              0              0              0
        EL08B02           MULT        671.314        1076.79       -136.575        5.51949        1583.39        168.468        4.52172              0              0              0              0
         OFLQ2A          DRIFT        671.488        1124.87        -139.59        5.51952        1525.28        165.348        4.52174              0              0              0              0
       OBELQ2Q3          DRIFT        672.272        1354.33       -153.168        5.51962         1277.1        151.298        4.52183              0              0              0              0
          OCFL3          DRIFT        672.435        1404.75       -155.993        5.51964        1228.22        148.375        4.52185              0              0              0              0
          OLMP0          DRIFT        672.685        1483.83       -160.324        5.51967        1155.15        143.893        4.52188              0              0              0              0
       A5M08C2B           MULT        672.685        1483.83       -160.324        5.51967        1155.15        143.893        4.52188              0              0              0              0
       A3M08C2B           MULT        672.685        1483.83       -160.324        5.51967        1155.15        143.893        4.52188              0              0              0              0
       A2M08C2B           MULT        672.685        1483.83       -160.324        5.51967        1155.15        143.893        4.52188              0              0              0              0
        SQ08C2B           QUAD        672.685        1483.83       -160.324        5.51967        1155.15        143.893        4.52188              0              0              0              0
          OLMP1          DRIFT        672.935        1565.08       -164.655        5.51969        1084.32        139.412        4.52191              0              0              0              0
          OCQ3X          DRIFT        673.175        1645.03       -168.809        5.51972         1018.5        135.114        4.52195              0              0              0              0
        EL08B03           MULT        673.175        1645.03       -168.809        5.51972         1018.5        135.114        4.52195              0              0              0              0
           Q3I8           QUAD        675.275        1935.92        42.0082         5.5199        713.034        22.1831        4.52236              0              0              0              0
        ER08B03           MULT        675.275        1935.92        42.0082         5.5199        713.034        22.1831        4.52236              0              0              0              0
          OCQ3A          DRIFT        675.623         1906.8        41.6908        5.51993         697.68        21.9424        4.52244              0              0              0              0
          OLMP0          DRIFT        675.873        1886.01        41.4628        5.51995        686.752        21.7696         4.5225              0              0              0              0
          KICKH        HKICKER        675.873        1886.01        41.4628        5.51995        686.752        21.7696         4.5225              0              0              0              0
       B2M08C3B           MULT        675.873        1886.01        41.4628        5.51995        686.752        21.7696         4.5225              0              0              0              0
       B3M08C3B           MULT        675.873        1886.01        41.4628        5.51995        686.752        21.7696         4.5225              0              0              0              0
       B5M08C3B           MULT        675.873        1886.01        41.4628        5.51995        686.752        21.7696         4.5225              0              0              0              0
          OLMP0          DRIFT        676.123        1865.33        41.2348        5.51997         675.91        21.5967        4.52255              0              0              0              0
           OBC3          DRIFT        676.345        1847.12        41.0328        5.51999         666.38        21.4436        4.52261              0              0              0              0
           BPMV           VBPM        676.345        1847.12        41.0328        5.51999         666.38        21.4436        4.52261              0              0              0              0
         CPLMON            BPM        676.345        1847.12        41.0328        5.51999         666.38        21.4436        4.52261              0              0              0              0
           BPMH          DRIFT        676.345        1847.12        41.0328        5.51999         666.38        21.4436        4.52261              0              0              0              0
          OBFL3          DRIFT        677.884        1722.98        39.6291        5.52012        602.014        20.3793        4.52299              0              0              0              0
        OBSK8LB          DRIFT        677.932        1719.16        39.5852        5.52013        600.053         20.346        4.52301              0              0              0              0
         MVALVE         MARKER        677.932        1719.16        39.5852        5.52013        600.053         20.346        4.52301              0              0              0              0
         O3B8L0          DRIFT        677.981        1715.31        39.5408        5.52013        598.071        20.3123        4.52302              0              0              0              0
         AP8P0B         MARKER        677.981        1715.31        39.5408        5.52013        598.071        20.3123        4.52302              0              0              0              0
         O3B8L1          DRIFT        678.175        1699.94        39.3631        5.52015        590.183        20.1775        4.52307              0              0              0              0
         AP8P1B         MARKER        678.175        1699.94        39.3631        5.52015        590.183        20.1775        4.52307              0              0              0              0
         O3B8L2          DRIFT        678.446        1678.66        39.1159        5.52018        579.295        19.9901        4.52315              0              0              0              0
           KFBH        HKICKER        678.446        1678.66        39.1159        5.52018        579.295        19.9901        4.52315              0              0              0              0
         O3B8L3          DRIFT        678.509         1673.8        39.0591        5.52018        576.811        19.9471        4.52316              0              0              0              0
         AP8P2B         MARKER        678.509         1673.8        39.0591        5.52018        576.811        19.9471        4.52316              0              0              0              0
         O3B8L4          DRIFT        679.752        1578.05        37.9247         5.5203        528.259        19.0869        4.52352              0              0              0              0
         AP8P3B         MARKER        679.752        1578.05        37.9247         5.5203        528.259        19.0869        4.52352              0              0              0              0
         O3B8L5          DRIFT        679.997        1559.57        37.7018        5.52033        518.973        18.9179         4.5236              0              0              0              0
         AP8P4B         MARKER        679.997        1559.57        37.7018        5.52033        518.973        18.9179         4.5236              0              0              0              0
         O3B8L6          DRIFT        680.486        1522.92        37.2558        5.52038        500.638        18.5798        4.52375              0              0              0              0
         AP8P5B         MARKER        680.486        1522.92        37.2558        5.52038        500.638        18.5798        4.52375              0              0              0              0
            COL          DRIFT        681.019        1483.43        36.7694        5.52044        481.014         18.211        4.52392              0              0              0              0
         AP8P6B         MARKER        681.019        1483.43        36.7694        5.52044        481.014         18.211        4.52392              0              0              0              0
         O3B8L7          DRIFT        681.508        1447.69        36.3234        5.52049        463.371        17.8728        4.52409              0              0              0              0
         AP8P7B         MARKER        681.508        1447.69        36.3234        5.52049        463.371        17.8728        4.52409              0              0              0              0
         O3B8L8          DRIFT        681.752           1430        36.1005        5.52052        454.678        17.7039        4.52417              0              0              0              0
         AP8P8B         MARKER        681.752           1430        36.1005        5.52052        454.678        17.7039        4.52417              0              0              0              0
         O3B8L9          DRIFT        686.949        1079.45        31.3612        5.52118        289.363        14.1105        4.52645              0              0              0              0
         AP8P9B         MARKER        686.949        1079.45        31.3612        5.52118        289.363        14.1105        4.52645              0              0              0              0
